loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
1,0.6927536231884058,0.6760700523122826,0.736231884057971,0.7094724282801773,0.7971014492753623,0.8035805906631929
2,0.8633540372670807,0.8578740394509602,0.7080745341614907,0.6931180820096718,0.8975155279503105,0.8966777733797573
3,0.6463768115942029,0.5904897366784159,0.6318840579710145,0.5823301760364341,0.5884057971014492,0.5276120752903467
4,0.863768115942029,0.8406291031604421,0.7681159420289855,0.7412018085026638,0.881159420289855,0.8637912743809769
5,0.6614906832298136,0.6227416487491105,0.5248447204968945,0.48194682901418684,0.6801242236024845,0.6064172215025618
6,0.6,0.5572160072398925,0.5826086956521739,0.5274423948585523,0.7652173913043478,0.7547564481530976
7,0.6956521739130435,0.6974185427380052,0.6927536231884058,0.6784154120967081,0.8231884057971014,0.8130797897192169
8,0.736231884057971,0.7172594003462015,0.5826086956521739,0.5656981788605863,0.8057971014492754,0.7993606031807008
9,0.7072463768115942,0.6937256104849261,0.6231884057971014,0.6169152637283352,0.8463768115942029,0.843491242574711
10,0.6376811594202898,0.6041962540675111,0.6144927536231884,0.5800084860725735,0.8057971014492754,0.77213052189188
11,0.8173913043478261,0.8103545189388549,0.6782608695652174,0.6520706681826277,0.8695652173913043,0.8658699785420686
12,0.7217391304347827,0.704149483582031,0.5652173913043478,0.5211261878346699,0.7333333333333333,0.7222897223617699
13,0.6782608695652174,0.6514044066647343,0.553623188405797,0.5297769740486648,0.744927536231884,0.7222575580686198
14,0.7884057971014493,0.7614643819957779,0.7333333333333333,0.7027905521424394,0.8579710144927536,0.8331927683522555
15,0.6927536231884058,0.6629093871879095,0.5855072463768116,0.5716618547466261,0.7420289855072464,0.7048763023119581
16,0.6260869565217392,0.5990091544415904,0.7130434782608696,0.6678682843661302,0.7188405797101449,0.6683055961092925
17,0.8028985507246377,0.7737003520044791,0.41739130434782606,0.3325032953518793,0.7043478260869566,0.6781101201725396
18,0.863768115942029,0.860199988011538,0.7565217391304347,0.7165997142693186,0.9652173913043478,0.9645438342712436
19,0.6666666666666666,0.6455479112016332,0.4985507246376812,0.44735885614226023,0.7507246376811594,0.7342615927863324
20,0.7333333333333333,0.719007617129752,0.6173913043478261,0.5842529923346286,0.8579710144927536,0.8484655376194827
21,0.7797101449275362,0.7591529111254113,0.6521739130434783,0.6149633769845317,0.7797101449275362,0.7583557748689062
22,0.7188405797101449,0.7170433305375568,0.6521739130434783,0.6181199238808718,0.881159420289855,0.8837346121452759
23,0.7981366459627329,0.7885972398627408,0.577639751552795,0.5182108723065925,0.8695652173913043,0.8590916796548838
24,0.8521739130434782,0.8498033159815037,0.7072463768115942,0.6842354769433431,0.8260869565217391,0.8175938221332896
25,0.07246376811594203,0.08128291126613536,0.17681159420289855,0.1566282930322282,0.2,0.19222693145041927
26,0.6463768115942029,0.661943035456149,0.518840579710145,0.47000662062221565,0.6666666666666666,0.64508011570406
27,0.7478260869565218,0.7291447144925143,0.463768115942029,0.4502173902814121,0.8144927536231884,0.8133685231099642
28,0.8289855072463768,0.8221681149426564,0.5855072463768116,0.5423475629170051,0.7420289855072464,0.7407615453172581
29,0.6956521739130435,0.6847639738108672,0.5623188405797102,0.545837819225353,0.8115942028985508,0.8097059205217099
30,0.8,0.7964576291878781,0.6,0.5602168687079367,0.8753623188405797,0.8614367087168084
31,0.7681159420289855,0.7475972853500928,0.6260869565217392,0.601602257684479,0.8202898550724638,0.7937530647731543
32,0.736231884057971,0.6909129509129509,0.6260869565217392,0.5874574403958841,0.8,0.7797969882662085
