loop,base_model_validate_accuracy_PI,base_model_validate_f1_score_PI,base_model_validate_accuracy_M,base_model_train_f1_score_M,moe_acc_soft,moe_f1_weight_soft,moe_acc_hard,moe_f1_weight_hard
1,0.9536231884057971,0.9464996405830102,0.9217391304347826,0.8300547478199699,0.9449275362318841,0.9471933482601554,0.9304347826086956,0.9295995762972816
2,0.9014492753623189,0.8767576629869935,0.7565217391304347,0.6710735968061404,0.9449275362318841,0.9408414746576379,0.9246376811594202,0.9189298546441403
3,0.9710144927536232,0.9744603222864092,0.8434782608695652,0.7771438703210483,0.9826086956521739,0.9815655515655517,0.9652173913043478,0.9609673650172549
4,0.9420289855072463,0.9204710304710305,0.8724637681159421,0.7798286183421983,0.9478260869565217,0.9440760151473104,0.9333333333333333,0.928144957185086
5,0.8318840579710145,0.8178880059407916,0.7565217391304347,0.6868184355065698,0.8724637681159421,0.8782607936515977,0.8608695652173913,0.8677478023457442
6,0.9971014492753624,0.9963229416466827,0.7739130434782608,0.7111419380394712,0.9768115942028985,0.9753407337225938,0.9623188405797102,0.9602439002127519
7,0.9449275362318841,0.9048271849281537,0.9159420289855073,0.8628551651394292,0.9536231884057971,0.9445479465099952,0.9536231884057971,0.9445479465099952
8,0.2289855072463768,0.13364348179784422,0.1681159420289855,0.20667089181796386,0.25507246376811593,0.14420803782505912,0.26666666666666666,0.15644588744588744
9,0.9014492753623189,0.8942751712639145,0.8579710144927536,0.7662303081646893,0.9130434782608695,0.9176591568527052,0.8927536231884058,0.8979134361102308
10,0.9304347826086956,0.9537037037037037,0.7478260869565218,0.70231265797958,0.8318840579710145,0.8251065838186582,0.8173913043478261,0.8094771172486297
11,0.9333333333333333,0.9270409421087387,0.9014492753623189,0.8280925047275454,0.8666666666666667,0.8713405850213607,0.8347826086956521,0.8380139222885336
12,0.9594202898550724,0.9551477620888015,0.8579710144927536,0.7808077179302731,0.9333333333333333,0.9251826294643282,0.8985507246376812,0.893233446931799
13,0.8666666666666667,0.8307789683401221,0.8521739130434782,0.7829812424952913,0.9130434782608695,0.9067724867724868,0.8898550724637682,0.8794744559159976
14,0.9710144927536232,0.96100834472545,0.8434782608695652,0.8076224104793776,0.9565217391304348,0.9520218748387764,0.9565217391304348,0.9520218748387764
15,0.9188405797101449,0.9163631507381507,0.8579710144927536,0.841235727331276,0.8898550724637682,0.8896869336844122,0.8782608695652174,0.8760336266853359
16,0.8354037267080745,0.7050607928656709,0.7360248447204969,0.5116492485091884,0.8416149068322981,0.8718725718725719,0.7950310559006211,0.8142206530994958
17,0.9739130434782609,0.9600857050580163,0.9043478260869565,0.8675312379227634,0.9768115942028985,0.9755046372067648,0.9710144927536232,0.9686667139304854
18,0.9652173913043478,0.9493642993642994,0.855072463768116,0.7627072318619026,0.927536231884058,0.9085848094772925,0.9304347826086956,0.9140659145525818
19,0.6463768115942029,0.6689594339583322,0.7536231884057971,0.6380920909170861,0.7130434782608696,0.7103647952956001,0.7246376811594203,0.7166550450252982
20,0.9855072463768116,0.9814492192540973,0.9188405797101449,0.8961952960280817,0.9652173913043478,0.9601440576230493,0.9623188405797102,0.957253961536653
21,0.9710144927536232,0.9591327572790789,0.808695652173913,0.6870925607010101,0.9536231884057971,0.9512101336141146,0.9449275362318841,0.9402754261778965
22,0.9797101449275363,0.9715296198054819,0.8173913043478261,0.7389679035808657,0.9710144927536232,0.969449777963387,0.9739130434782609,0.9724813290775471
23,0.7565217391304347,0.7908234548421464,0.7507246376811594,0.6836633722092648,0.7942028985507247,0.7934474732605573,0.744927536231884,0.7313079453723741
24,0.9159420289855073,0.9137667118634736,0.855072463768116,0.8114670935563677,0.9536231884057971,0.9547111441554099,0.8985507246376812,0.8999197590166579
25,0.8840579710144928,0.787073880658403,0.7420289855072464,0.626027594581138,0.9304347826086956,0.928563815264035,0.9217391304347826,0.9178606657274885
26,0.9658385093167702,0.8364187157405243,0.8198757763975155,0.8117191083142318,0.953416149068323,0.9523456183873817,0.9347826086956522,0.9338832540091612
27,0.9937888198757764,0.9919774937934946,0.8385093167701864,0.7097117075465206,0.9937888198757764,0.993681050132663,0.9906832298136646,0.9905521247015794
28,0.9230769230769231,0.9122716384998878,0.9163879598662207,0.8794352044775634,0.9832775919732442,0.9833109597910319,0.959866220735786,0.9598782203530641
29,0.8028985507246377,0.6025989941431118,0.7913043478260869,0.7497027359974018,0.7478260869565218,0.6818207805120557,0.7420289855072464,0.6773698839552499
30,0.9971014492753624,0.9963229416466827,0.8405797101449275,0.7595941936309205,0.991304347826087,0.9912364162723876,0.9884057971014493,0.9882616526524626
31,0.9043478260869565,0.8964334430795986,0.8463768115942029,0.749931090761625,0.9014492753623189,0.8958024411554175,0.8666666666666667,0.8613228281241969
32,0.9594202898550724,0.9474191803994119,0.8927536231884058,0.8518363905628294,0.9623188405797102,0.9604571362121688,0.9623188405797102,0.9604571362121688
33,0.9826086956521739,0.9760416666666667,0.7507246376811594,0.6923884967768696,0.9594202898550724,0.9570494370606946,0.9594202898550724,0.9565204678362573
34,0.6869565217391305,0.7239702755549611,0.7420289855072464,0.615769962196067,0.8231884057971014,0.8025353548046592,0.7101449275362319,0.6989202609944508
35,0.8492753623188406,0.8060244275339852,0.6028985507246377,0.4163388042404613,0.8173913043478261,0.8023959147039174,0.8057971014492754,0.7903522536127596
36,0.9627329192546584,0.9466205463821297,0.7701863354037267,0.6483046499430725,0.8012422360248447,0.7917328404375036,0.7484472049689441,0.7317540901744435
mean,0.8942745660136965,0.8703481531110904,0.8022495620321708,0.7261943279782236,0.8928987276813363,0.8855562588054249,0.8750353913397392,0.8665215209949921
std,0.1413951839027479,0.15980169729412724,0.12912721365517577,0.13497001186313554,0.13087143084839326,0.1488413748671093,0.13251337780855113,0.14975423340944755
