loop,model_accuracy_test,model_f1_score_test
1,0.7942028985507247,0.7757831016720511
2,0.6304347826086957,0.6010917581927825
3,0.744927536231884,0.7307770331167597
4,0.8666666666666667,0.8593317497601556
5,0.5124223602484472,0.45193380289711493
6,0.6927536231884058,0.6780646730558373
7,0.8028985507246377,0.790767554739722
8,0.736231884057971,0.7220409860590487
9,0.736231884057971,0.691683674615785
10,0.6086956521739131,0.5516046330126431
11,0.43768115942028984,0.396114508394989
12,0.6666666666666666,0.6511067441471072
13,0.6666666666666666,0.6620770629253844
14,0.7623188405797101,0.7395376852187321
15,0.7159420289855073,0.674731163120519
16,0.6666666666666666,0.6135811313170121
17,0.3652173913043478,0.2892947858128682
18,0.8289855072463768,0.7976186796993117
19,0.6028985507246377,0.5445201334107106
20,0.5681159420289855,0.4963521817926596
21,0.7246376811594203,0.6896073988715152
22,0.6927536231884058,0.6695722068352375
23,0.7080745341614907,0.6583342139098535
24,0.7275362318840579,0.6913900101878657
25,0.19420289855072465,0.1308252094258195
26,0.6115942028985507,0.5651167383885402
27,0.6202898550724638,0.5982287271654467
28,0.7014492753623188,0.6612677589792993
29,0.6898550724637681,0.6593750944988404
30,0.7217391304347827,0.6977595774259071
31,0.7188405797101449,0.6915514128353839
32,0.6608695652173913,0.6096871821502805
33,0.6273291925465838,0.5582503183091418
34,0.8260869565217391,0.8204029094426837
35,0.7304347826086957,0.6828557299374882
36,0.5652173913043478,0.5258610599547788
37,0.6898550724637681,0.6781687873349992
38,0.7043478260869566,0.6887188858323309
39,0.7536231884057971,0.7288394217043138
40,0.6260869565217392,0.5787022062097237
41,0.6753623188405797,0.6525662093949476
42,0.6956521739130435,0.6445559646244345
43,0.7639751552795031,0.755021345883179
44,0.5710144927536231,0.5240870097871674
45,0.6863354037267081,0.6305235685286005
46,0.7360248447204969,0.7090249654348123
47,0.6354515050167224,0.5854774358737023
48,0.591304347826087,0.5788557869103689
49,0.7536231884057971,0.7390898707578322
50,0.7275362318840579,0.714962150881028
51,0.7014492753623188,0.6741949315325518
52,0.7333333333333333,0.7221150980571179
53,0.7014492753623188,0.6666988614141037
54,0.5304347826086957,0.5001653238495344
55,0.5362318840579711,0.494494394347147
56,0.6708074534161491,0.6179847578444997
mean,0.6680613382476738,0.6341490279907441
std,0.11262717913286228,0.12464911065684137
