loop,base_model_validate_accuracy_PI,base_model_validate_f1_score_PI,base_model_validate_accuracy_M,base_model_train_f1_score_M,moe_acc_soft,moe_f1_weight_soft,moe_acc_hard,moe_f1_weight_hard
1,0.8782608695652174,0.8914335664335664,0.8695652173913043,0.8585414637585737,0.9594202898550724,0.9589135326261652,0.9391304347826087,0.938444877626164
2,0.8028985507246377,0.810632111705567,0.744927536231884,0.7330433380233263,0.8724637681159421,0.8663211331632383,0.8869565217391304,0.8824860397008593
3,0.863768115942029,0.8800221975582686,0.8318840579710145,0.8354334544080934,0.9565217391304348,0.9566336542967169,0.9217391304347826,0.9218547378547379
4,0.9043478260869565,0.9118334924786538,0.9130434782608695,0.9150421141946565,0.9681159420289855,0.9679030665549763,0.9768115942028985,0.976706313208362
5,0.8289855072463768,0.832090132177982,0.7594202898550725,0.7540434358322333,0.9188405797101449,0.9171802417041438,0.9217391304347826,0.9202101291921653
6,0.8057971014492754,0.8355701515187441,0.7333333333333333,0.7346252087323842,0.8724637681159421,0.8682437275985664,0.8405797101449275,0.8346082301166008
7,0.8898550724637682,0.900096525096525,0.8724637681159421,0.8792448063755807,0.9333333333333333,0.9316017316017315,0.9130434782608695,0.9095904095904096
8,0.42318840579710143,0.3912352837872044,0.2492753623188406,0.2383664107392921,0.336231884057971,0.3082142999879544,0.3159420289855073,0.2776797716180914
9,0.7913043478260869,0.8196806826909107,0.6666666666666666,0.6989357061955034,0.7478260869565218,0.7501918922688552,0.736231884057971,0.738370860884468
10,0.8347826086956521,0.8564269248501614,0.7971014492753623,0.8029571433816958,0.8753623188405797,0.8741411094352272,0.8579710144927536,0.8551873579283611
11,0.7739130434782608,0.8105996621621622,0.8608695652173913,0.8628992162700869,0.927536231884058,0.9260348012054048,0.8956521739130435,0.8907311424958483
12,0.8579710144927536,0.8754275296300784,0.7855072463768116,0.7897999510588738,0.8840579710144928,0.8789339761617785,0.8840579710144928,0.8802409366938337
13,0.8231884057971014,0.8198363966807274,0.8405797101449275,0.8541653750315499,0.9478260869565217,0.9479233409610983,0.8724637681159421,0.873844218451169
14,0.855072463768116,0.8707542457542458,0.9188405797101449,0.9218353418924192,0.9507246376811594,0.9499123211067744,0.8927536231884058,0.8906705610320069
15,0.782608695652174,0.7999547559040534,0.8956521739130435,0.9045985207358198,0.8840579710144928,0.8828224407171775,0.8724637681159421,0.8713809645878345
16,0.7142857142857143,0.6489850568827209,0.7857142857142857,0.728465700510347,0.7919254658385093,0.781882318757443,0.7857142857142857,0.7747160046667437
17,0.8608695652173913,0.8606855217257381,0.8608695652173913,0.8688138213606066,0.9217391304347826,0.9205090377583326,0.9188405797101449,0.9176427867479067
18,0.8318840579710145,0.8591638513513513,0.9014492753623189,0.9007868630736385,0.9623188405797102,0.9623384082772729,0.936231884057971,0.9364261168384879
19,0.7855072463768116,0.7885241789922857,0.8347826086956521,0.8274445892667237,0.8753623188405797,0.8750482169671309,0.8434782608695652,0.8385201465201464
20,0.863768115942029,0.8815991237677985,0.9188405797101449,0.9204818212912653,0.9623188405797102,0.9620974999097308,0.927536231884058,0.9275101028553714
21,0.8347826086956521,0.8545783465655489,0.8434782608695652,0.8201263442779574,0.881159420289855,0.8791595101077173,0.8492753623188406,0.8478492063492064
22,0.8260869565217391,0.8298890686069715,0.8028985507246377,0.8031045751633987,0.7942028985507247,0.7694902287233888,0.8231884057971014,0.8103382891618185
23,0.8898550724637682,0.9075892857142858,0.7768115942028986,0.7625641204729156,0.8753623188405797,0.8735504616047602,0.8521739130434782,0.8490688302429243
24,0.8695652173913043,0.8856578204404292,0.8521739130434782,0.8585885135847692,0.9333333333333333,0.9328742777445705,0.9217391304347826,0.9216088041290715
25,0.7420289855072464,0.7382069089261868,0.8,0.7700727939929581,0.8753623188405797,0.8723556817568794,0.8318840579710145,0.8292868374508605
26,0.7577639751552795,0.7655272430603521,0.8229813664596274,0.8257904405568477,0.8695652173913043,0.8647273603167749,0.8757763975155279,0.8716634725718372
27,0.8664596273291926,0.8858992436867068,0.8726708074534162,0.845503647586981,0.968944099378882,0.9687602313652734,0.9254658385093167,0.9239024390243903
28,0.7491638795986622,0.7490149793687049,0.8093645484949833,0.8394608648056925,0.842809364548495,0.8435325914519864,0.8193979933110368,0.8215549132422582
29,0.736231884057971,0.7074454956807897,0.8173913043478261,0.8239412659850526,0.8521739130434782,0.8476621253419468,0.8521739130434782,0.8474348431196379
30,0.7942028985507247,0.7971929513804427,0.7652173913043478,0.7372800444614563,0.8608695652173913,0.8570562039312041,0.8376811594202899,0.8342281950398628
31,0.855072463768116,0.8719299722484436,0.8405797101449275,0.8283697539523827,0.927536231884058,0.9277900877455956,0.9188405797101449,0.9188949259537493
32,0.8608695652173913,0.8666358784893268,0.8985507246376812,0.8986582839524015,0.9536231884057971,0.9530020703933749,0.9536231884057971,0.9529746115953013
33,0.8376811594202899,0.8623931623931624,0.8289855072463768,0.8206926203877424,0.9217391304347826,0.9194228634850167,0.936231884057971,0.9358543417366947
34,0.7623188405797101,0.7865306429316727,0.6434782608695652,0.6199128929746907,0.7971014492753623,0.7885593385607645,0.7855072463768116,0.7768814550611128
35,0.7420289855072464,0.7492202626509457,0.5855072463768116,0.5250902761378953,0.7101449275362319,0.701985879990995,0.7043478260869566,0.6956076151012597
36,0.8819875776397516,0.8977045386945276,0.8136645962732919,0.7856837606837608,0.9285714285714286,0.9264646409348805,0.9006211180124224,0.8975198656304635
mean,0.810509900727292,0.8194435331107566,0.8004039036647731,0.7942879022530436,0.8761373891808675,0.8725900084587459,0.8590907080037515,0.8553191765005559
std,0.08354651717023795,0.09515178977223625,0.12046527947440405,0.12668605472896435,0.11216040436313426,0.11710619904018996,0.11057519284891541,0.11652488900451365
