loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
1,0.8753623188405797,0.8682373933865672,0.9710144927536232,0.9621599480566008,0.9710144927536232,0.9496741639011952
2,0.8571428571428571,0.774186915436099,0.9440993788819876,0.9117060261463246,0.7546583850931677,0.6107652232196028
3,0.9449275362318841,0.922753958710136,0.8927536231884058,0.8325644769979862,0.9797101449275363,0.9716064888717193
4,1.0,1.0,0.9623188405797102,0.9491604804769699,1.0,1.0
5,0.8913043478260869,0.8218077034560769,0.8913043478260869,0.8064942166150448,0.9037267080745341,0.8374086639287727
6,0.9333333333333333,0.9033204228034277,0.927536231884058,0.9067358666017948,0.936231884057971,0.9223116940304457
7,0.9710144927536232,0.9513304093567252,0.9246376811594202,0.8962207199107906,0.9942028985507246,0.990990664526928
8,0.9652173913043478,0.9513669463411731,0.8521739130434782,0.7563932450017308,0.9942028985507246,0.9947348572118828
9,0.9797101449275363,0.9738035084833865,0.9159420289855073,0.870826295045045,0.9681159420289855,0.9514860977948226
10,0.9391304347826087,0.8945038305381526,0.9420289855072463,0.9154267805159225,0.9681159420289855,0.960493498817967
11,0.7246376811594203,0.5418109056044892,0.881159420289855,0.8498087140945856,0.8840579710144928,0.9242546785242639
12,0.7652173913043478,0.7206796184844965,0.7942028985507247,0.8049407266014714,0.9739130434782609,0.9696396637630607
13,0.9304347826086956,0.8983468312509195,0.8898550724637682,0.8265639793272793,0.9391304347826087,0.9055942321459132
14,0.991304347826087,0.983626008542952,0.9130434782608695,0.8856252351158868,0.991304347826087,0.9855459245742093
15,0.9681159420289855,0.9546951565585107,0.9594202898550724,0.9457008570308718,0.9884057971014493,0.9868055555555556
16,0.808695652173913,0.8099239459391763,0.9188405797101449,0.8920517792228319,0.9420289855072463,0.9129453126457672
17,0.7217391304347827,0.4974204746591931,0.7391304347826086,0.6206065959463964,0.5304347826086957,0.4370618695239337
18,0.9710144927536232,0.9608992921492922,0.9246376811594202,0.865800139341635,0.9942028985507246,0.9925324675324676
19,0.9768115942028985,0.9793547267019664,0.8521739130434782,0.8221392849249128,0.9623188405797102,0.9459821017043355
20,0.6840579710144927,0.709473196804574,0.8463768115942029,0.7877788288152096,0.9188405797101449,0.9162466565692372
21,0.9797101449275363,0.9783646741325444,0.8840579710144928,0.7970812805300216,0.9246376811594202,0.917599814510734
22,0.991304347826087,0.9892763730192318,0.9623188405797102,0.957861308381042,0.991304347826087,0.9897409819397229
23,0.9658385093167702,0.9464625982611594,0.8726708074534162,0.8093424395272635,0.9751552795031055,0.8487824675324676
24,0.9507246376811594,0.919656274980016,0.9217391304347826,0.8823673115965145,0.9623188405797102,0.941999384833845
25,0.3565217391304348,0.2800070136353322,0.4811594202898551,0.40719785907866723,0.43478260869565216,0.34227169658514617
26,0.9072463768115943,0.8978240515474558,0.8695652173913043,0.8482891569602371,0.9159420289855073,0.9160315706223137
27,0.9333333333333333,0.9571428571428572,0.8202898550724638,0.7656555465397018,0.9304347826086956,0.9537037037037037
28,0.9101449275362319,0.9013267690893414,0.9420289855072463,0.9222950735193003,0.863768115942029,0.8478133486357171
29,0.8956521739130435,0.898592228949219,0.9101449275362319,0.8949604667870857,0.9797101449275363,0.9734009900343508
30,0.9507246376811594,0.926673905564634,0.9043478260869565,0.8189305314457913,0.9826086956521739,0.9783622797769476
31,0.9710144927536232,0.9614773302938197,0.9072463768115943,0.8435063398811977,0.9594202898550724,0.9366705709625145
32,0.8492753623188406,0.7732405549950703,0.8434782608695652,0.7886745944028816,0.9188405797101449,0.9128167853026039
33,0.8416149068322981,0.7125283253332033,0.8322981366459627,0.7006673337414058,0.8509316770186336,0.7246753246753247
34,0.9884057971014493,0.9851660418459033,0.9536231884057971,0.9376764199826706,0.9942028985507246,0.9932065217391304
35,0.9797101449275363,0.9724377394636016,0.9710144927536232,0.960791054160877,0.936231884057971,0.9425835148874364
36,0.8231884057971014,0.7844036259499484,0.7565217391304347,0.7447754247195129,0.9420289855072463,0.9412700688652343
37,0.9826086956521739,0.9773026315789474,0.9507246376811594,0.9429847798434836,0.9942028985507246,0.994734952343648
38,0.9652173913043478,0.9528547737502961,0.9014492753623189,0.8641636911987359,0.9739130434782609,0.9690581930491192
39,0.9681159420289855,0.9577034500890136,0.9565217391304348,0.9438986471225249,0.9217391304347826,0.8871120193962834
40,0.8115942028985508,0.8356589131788897,0.8,0.7213316285831011,0.9217391304347826,0.9408042533707428
41,0.991304347826087,0.9886194952993568,0.936231884057971,0.9029644685371604,0.9739130434782609,0.9670223201121722
42,0.9478260869565217,0.9413125524876395,0.927536231884058,0.908053041190913,0.8985507246376812,0.9020061356358487
43,1.0,1.0,0.8975155279503105,0.6918891906905134,0.9968944099378882,0.9957976475962088
44,0.9420289855072463,0.9021851416836966,0.7971014492753623,0.6484090351597345,0.9420289855072463,0.8947519221944955
45,0.9813664596273292,0.8678313215349508,0.8664596273291926,0.8114825302562286,0.984472049689441,0.9816379135041853
46,0.9751552795031055,0.9714000914121919,0.937888198757764,0.8983482762892597,0.9720496894409938,0.8404260003405377
47,0.919732441471572,0.9089693278037467,0.9531772575250836,0.9369757642441104,0.8294314381270903,0.7010193791438868
48,0.8724637681159421,0.7393379790940766,0.7768115942028986,0.7901534178901124,0.9942028985507246,0.990990664526928
49,1.0,1.0,0.9536231884057971,0.9351377576220602,0.9884057971014493,0.9868219082504797
50,0.8985507246376812,0.8723500105963187,0.8347826086956521,0.8325043318477796,0.9855072463768116,0.9802558354509272
