loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
0,0.9261094841180446,0.9125059271573408,0.8206803334084253,0.7581022552004034,0.9452579409776977,0.9316186992089186
1,0.8900653300292859,0.8728866357870606,0.7979274611398963,0.7485510516249999,0.9026807839603515,0.8918883900416613
2,0.9100842249032551,0.891750219890838,0.8547689506032324,0.8056543791533053,0.9574322786250854,0.941812547485554
3,0.9052396878483835,0.8808853180298893,0.8488294314381271,0.7818584234789581,0.9391304347826087,0.9234377833227649
4,0.9240820004505519,0.9061862614994277,0.8272133363370129,0.7799676763710242,0.9463843207929714,0.932956140026096
5,0.8497409326424871,0.8385488595617268,0.8150484343320568,0.7604164471184315,0.8803784636179319,0.8706570627698809
6,0.8222572651498086,0.7968000710660745,0.7744987609822032,0.734917051747308,0.863708042351881,0.858543277276254
7,0.9148550724637681,0.8892732829321823,0.8149909420289855,0.7526061829172167,0.9413496376811594,0.9241013326293018
8,0.9307065217391305,0.9119042654550118,0.8358242753623188,0.7778212346485421,0.9569746376811594,0.9459771240709112
9,0.8773048030958343,0.8307108231165674,0.7944457090826315,0.7223628297864415,0.9091736854086045,0.8868674054229995
10,0.9195764811894571,0.9052580564091293,0.8123451227753998,0.7677000098333868,0.9191259292633476,0.9014159084101684
11,0.9204013377926421,0.9006643464056789,0.820066889632107,0.7649931848124218,0.9217391304347826,0.909885258785029
12,0.7988851727982162,0.7813134792090464,0.7810479375696767,0.7349093540784007,0.8800445930880714,0.8674454325169545
13,0.9303897274160847,0.9138761922921963,0.8308177517458887,0.7812622650874202,0.9418788015318765,0.9237424675537471
14,0.9269385925593904,0.8964931432998828,0.7877633348274317,0.7070285519683258,0.9363514119229045,0.9187149921291407
15,0.8346920289855072,0.8156779418339817,0.7490942028985508,0.6866280318168365,0.859375,0.8464120272318092
16,0.8988510925884208,0.8680053866324584,0.8339716152286551,0.7672627134543972,0.9344446947510701,0.9178737906209509
17,0.9105782160466158,0.8911836653509274,0.8135365307037203,0.7511637191269664,0.9435230838189153,0.9333609750195562
18,0.8738902799908946,0.8560439667827715,0.8101525153653539,0.7760034556732177,0.9146369223765081,0.9054134624663097
19,0.8489466606902735,0.8287694400897225,0.7985208426714477,0.7734596553718711,0.8913043478260869,0.8866594303224606
20,0.9229045271178844,0.901544698477154,0.8588077095472882,0.8025625874519708,0.9462124607799193,0.9314325548237876
21,0.9375985582338364,0.921672276708378,0.8112187429601262,0.7340651485655723,0.9443568371254787,0.9288920105655121
22,0.8465870691597207,0.8332519603997413,0.8200045055192611,0.7563902985244343,0.9002027483667493,0.8876259889500016
23,0.9078351449275363,0.8830810852592212,0.8272192028985508,0.774669396479067,0.9139492753623188,0.8967427230225706
24,0.9305713635328933,0.9062921761085654,0.8037787389027999,0.748864931245319,0.9383109492374232,0.9190255057526713
25,0.8425321018247353,0.827388223006151,0.7425095742284298,0.6768648940130642,0.856724487497184,0.844465371475512
26,0.9285073957866428,0.9113030518286279,0.841999103541013,0.7809580151196542,0.9392649036306588,0.9259787943906153
27,0.9060235507246377,0.8872051111725869,0.8319746376811594,0.7812595690297631,0.9411231884057971,0.9283674665210131
28,0.8914169858076143,0.8752467066833189,0.843658481640009,0.7952408889460469,0.9360216264924532,0.921313348553296
29,0.9157190635451505,0.89729063689194,0.8401337792642141,0.8034440910704372,0.9460423634336678,0.9312558527218682
mean,0.8947763557719567,0.8744337736445866,0.8147616284771991,0.7595662764571737,0.9215700993741556,0.907796104136244
std,0.03783736272887075,0.038152448414691675,0.028058149058199942,0.03173149044399953,0.02961947272405703,0.028162697148997076
