loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
0,0.9307485432541461,0.9132226335156266,0.8500672344240251,0.796612880283195,0.9574181981174361,0.9449066233613108
1,0.948005378753922,0.9320053048515275,0.8238458090542358,0.7453240721425918,0.9352308381891529,0.9215319549500585
2,0.8532608695652174,0.837162743828612,0.8145380434782609,0.7183657601283961,0.8980978260869565,0.885837063289123
3,0.9025171624713959,0.8632485247415209,0.8279176201372997,0.7628995984615201,0.9421052631578948,0.9242762554995014
4,0.9164580013658092,0.8899243214282582,0.8472569997723651,0.7762352654388036,0.9307989984065559,0.9141004233409091
5,0.919872524470749,0.895342876239242,0.8240382426587753,0.7644737542558012,0.9547006601411336,0.9425348558746122
6,0.8643838702410452,0.8402021257623153,0.7821581437260644,0.7464345917953176,0.8891642261770669,0.8776062432316558
7,0.9151029748283753,0.8900317759957996,0.8189931350114417,0.7468597199879606,0.9315789473684211,0.9051169307983842
8,0.9294886235638657,0.9143642677132849,0.7913944582113088,0.7377214899461544,0.9481865284974094,0.934403487890604
9,0.9178238106077851,0.8923358039828482,0.8342818119735943,0.7743017597192475,0.9362622353744594,0.9224835745137989
10,0.941954280591663,0.9282981468195086,0.8603765127745405,0.8143306950386251,0.9345584939489019,0.9221452745372991
11,0.9114827201783724,0.8861383130022398,0.8448160535117056,0.7902051452111234,0.9433667781493869,0.9285519575533716
12,0.9155087404751233,0.9014919423295431,0.8256387270282385,0.7654911389135981,0.9376961004034066,0.9240849079478359
13,0.9495381842757378,0.9354040607490507,0.8341968911917098,0.7796226573956286,0.9574228429826538,0.9417051462387618
14,0.8940914158305463,0.8834008123913459,0.850613154960981,0.7968727665149477,0.9072463768115943,0.8987453921102071
15,0.9384615384615385,0.9303340570397878,0.8325529542920848,0.7681312625498737,0.9558528428093646,0.943268104595665
16,0.8431196772747647,0.8296744431503139,0.7350963693411027,0.6588553532565459,0.8614970865082923,0.8548531245607258
17,0.9186753773372381,0.9074417905566514,0.8580761432755125,0.8058709407970045,0.9644063978373507,0.9570451627816116
18,0.9186753773372381,0.893113368918869,0.8519936922730345,0.7978433067628596,0.9644063978373507,0.9535477164573061
19,0.9490489130434783,0.9337301283593149,0.8195199275362319,0.7667624238206061,0.9436141304347826,0.9207404203105388
20,0.9461050724637681,0.941490667431377,0.8466938405797102,0.797161591616287,0.9716938405797102,0.9715438053832257
21,0.9599184782608695,0.9493421557820294,0.8475996376811594,0.8021503088433692,0.9680706521739131,0.9586855563187516
22,0.9252717391304348,0.9146214232455769,0.8371829710144928,0.7954737403934371,0.9528985507246377,0.9484671007256227
23,0.7649036306588973,0.7450982923472933,0.7835051546391752,0.7293413828656944,0.8343792021515015,0.8246007933807795
24,0.8908514492753623,0.8787757983528598,0.8514492753623188,0.7867673649700777,0.8924365942028986,0.8802325247987141
25,0.9377926421404682,0.9182523314583472,0.8499442586399109,0.7932082236755635,0.9400222965440357,0.9252414288781052
26,0.7948369565217391,0.7863178015000671,0.7672101449275363,0.7227639324822795,0.8417119565217391,0.836958507027115
27,0.8899456521739131,0.863486483213176,0.7880434782608695,0.7405367160455669,0.9069293478260869,0.8985281651852106
28,0.9583333333333334,0.9517553302274591,0.853713768115942,0.8025716326069883,0.9658061594202898,0.9601397797504903
29,0.9304800724637681,0.9247963580632568,0.8473731884057971,0.814414543179973,0.9542572463768116,0.9453588063143277
mean,0.9092219003450188,0.8923601360999035,0.8266695880753142,0.769920133969968,0.9307272338587064,0.918908036253521
std,0.04559508503768468,0.04739405441827372,0.0304159914830289,0.03469959331331075,0.036476312170448735,0.03626212094538724
