loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
0,0.8435679067682653,0.8317502675930912,0.7779022859704169,0.7407820863593371,0.8599282832810399,0.8569317999902453
1,0.947510700608245,0.9319431678187573,0.8551475557558008,0.8060536917841629,0.9529173237215589,0.9382681655184568
2,0.9168931159420289,0.891321599030869,0.8183876811594203,0.7696565032358413,0.9350090579710145,0.9195820976066201
3,0.8563424473330346,0.8398553929680385,0.8079336620349619,0.7426364049950087,0.8818915284625728,0.8622244914751132
4,0.9350090579710145,0.917221149651321,0.8204257246376812,0.7695649064114436,0.9375,0.9218475635859438
5,0.8568840579710145,0.8387978043550837,0.8091032608695652,0.7507532494149086,0.8836050724637681,0.8736027861763649
6,0.9032036613272311,0.8882568199706438,0.8395881006864988,0.8008704702979037,0.9219679633867277,0.908782463882043
7,0.9255939040788884,0.9058564461821461,0.8428955625280143,0.7781968041175394,0.952711788435679,0.9401223855774523
8,0.871358135365307,0.8606937548131122,0.8532048408785298,0.8090542457573923,0.9004930524428507,0.8905696231114355
9,0.8330705113764362,0.8249956960217191,0.7895922505068709,0.753949712903992,0.8682135616129759,0.8612043476752007
10,0.8826992753623188,0.8751856344542159,0.8371829710144928,0.7890542984713143,0.8983242753623188,0.8918410409851742
11,0.8610488570147916,0.8463416959913396,0.7956073509636934,0.7593419175699481,0.9000448229493501,0.8904406785712551
12,0.842249032551787,0.8167822070628721,0.7564306851809697,0.7000138640004641,0.838379239699522,0.8240686321903314
13,0.8804905239687848,0.8791429002899077,0.8423634336677815,0.7983301551380773,0.9125975473801561,0.9050219421406566
14,0.9121516164994425,0.8923074073739297,0.8020066889632107,0.7560738940405521,0.9478260869565217,0.934720790009122
15,0.8557413600891862,0.8453619242024326,0.8441471571906355,0.7937021458558384,0.8878483835005574,0.877544411899073
16,0.9002689376961004,0.8850919981673029,0.7974002689376961,0.7240821719966825,0.9018377409233528,0.8818013450137365
17,0.9180253623188406,0.8945013657385064,0.8301630434782609,0.7643040981456587,0.9420289855072463,0.9252513894853552
18,0.8762886597938144,0.8630648161181529,0.7828328103989243,0.7436071393018737,0.8998207082025997,0.8895606061632231
19,0.9022302320342419,0.8819703776612807,0.831493579635053,0.7943484048583707,0.9407524217166029,0.9335996581946876
20,0.8923287047575689,0.8644364342971635,0.7903482813567039,0.7393332737853335,0.8893694513999545,0.8734696076527829
21,0.9153079710144928,0.8985185736138035,0.8442028985507246,0.7981439181322649,0.9386322463768116,0.9215150275198347
22,0.9280591662931421,0.9113075228139311,0.8137606454504707,0.7641116043963814,0.942626624831914,0.9289011943646415
23,0.8376358695652174,0.8135113741434965,0.7909873188405797,0.7453832739073202,0.848052536231884,0.8328606899710783
24,0.9406911928651059,0.9304812750849033,0.8216276477146043,0.7763698914643337,0.955406911928651,0.9433974557010103
25,0.9341032608695652,0.9148131582331732,0.8222373188405797,0.7636456313299248,0.9420289855072463,0.9265968458584362
26,0.9505016722408027,0.9368185854966112,0.8503901895206243,0.7966691826630876,0.9560758082497213,0.9467316723473842
27,0.8461365172336112,0.8299903144241216,0.7722460013516558,0.7315002463899098,0.8884883982879027,0.8754266093034853
28,0.8361721201255042,0.8019458332363999,0.7536978933213806,0.693510444751638,0.8402061855670103,0.8255891490559754
29,0.8754223924307276,0.8716574933594237,0.8346474431178194,0.7745051003422013,0.88646091462041,0.8761800814225368
mean,0.8892328741155505,0.8727974330055915,0.8142651517507873,0.7642516243939569,0.908368196899264,0.8959218184149551
std,0.03697829635883508,0.03764478162327701,0.028681840736128034,0.02992329135287189,0.036018558469224186,0.03569203218260517
