loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,base_model_accuracy_C,base_model_f1_score_C,meta_model_accuracy,meta_model_f1_score
1,0.8405797101449275,0.8323446435770814,0.8347826086956521,0.8305545920432017,0.9101449275362319,0.922509358773095,0.9391304347826087,0.9480478483635244
2,0.9037267080745341,0.9187029048029911,0.7888198757763976,0.7428375666813488,0.84472049689441,0.8693181818181818,0.9254658385093167,0.9002509044229199
3,0.8376811594202899,0.8429215732269919,0.8173913043478261,0.8147247504162554,0.8376811594202899,0.8552447552447553,0.9014492753623189,0.8915801201147796
4,0.9246376811594202,0.9305156523888259,0.8869565217391304,0.8917411664538101,0.8840579710144928,0.8960425873844917,0.9884057971014493,0.9885831772093985
5,0.782608695652174,0.8071865500250022,0.782608695652174,0.7796577056316407,0.7919254658385093,0.821059014785952,0.8416149068322981,0.8748820349786062
6,0.8144927536231884,0.803586712969231,0.7855072463768116,0.7882380383058514,0.8492753623188406,0.8570275524002704,0.9449275362318841,0.953480945284224
7,0.8057971014492754,0.8156421934008946,0.8115942028985508,0.8146735950706216,0.8724637681159421,0.8847426977408002,0.9188405797101449,0.9273499760637549
8,0.8173913043478261,0.796978309735538,0.7536231884057971,0.7266673396805406,0.9072463768115943,0.9148486329216609,0.8985507246376812,0.8770984573502723
9,0.7623188405797101,0.7658551942081279,0.8695652173913043,0.8741187220568664,0.8231884057971014,0.8512685811208744,0.9333333333333333,0.9435539326109121
10,0.8,0.7808140590460468,0.8492753623188406,0.865493985139028,0.8057971014492754,0.8331719005292495,0.8898550724637682,0.9050432869034118
11,0.8579710144927536,0.8633382220596969,0.8260869565217391,0.8323035093148483,0.7739130434782608,0.8096739767724224,0.9652173913043478,0.9677946362826028
12,0.8318840579710145,0.8549159718194819,0.7942028985507247,0.7848174938541724,0.8231884057971014,0.8381361363927702,0.8,0.8004506229057073
13,0.8260869565217391,0.8308771796854563,0.8,0.7906071832906534,0.8434782608695652,0.8486457545981355,0.7565217391304347,0.7735983455882353
14,0.8463768115942029,0.8495445023991675,0.7710144927536232,0.7813841593987475,0.8869565217391304,0.8903942208462332,0.936231884057971,0.9431354215365435
15,0.8376811594202899,0.8454036852967381,0.8173913043478261,0.8287369208922858,0.8782608695652174,0.8982634338138925,0.9159420289855073,0.9266959614404087
16,0.7130434782608696,0.6806225620215376,0.8202898550724638,0.8251465656147573,0.6666666666666666,0.6613810619129767,0.8463768115942029,0.8677829422735155
17,0.8231884057971014,0.818730574980575,0.744927536231884,0.7237331643322427,0.6086956521739131,0.44810927337176215,0.736231884057971,0.7251904975347379
18,0.8869565217391304,0.8921184311662049,0.8144927536231884,0.8089558119898677,0.8666666666666667,0.864699112261811,0.9768115942028985,0.976973373905909
19,0.782608695652174,0.7587055576947761,0.6898550724637681,0.6753586859962007,0.8202898550724638,0.8404886186255918,0.936231884057971,0.9356843404213588
20,0.8289855072463768,0.8271440161445053,0.8608695652173913,0.861241727621038,0.8521739130434782,0.8573844260352608,0.9797101449275363,0.980598373904662
21,0.8579710144927536,0.8694966953588354,0.8463768115942029,0.8514940085111546,0.8492753623188406,0.8577280906228275,0.8869565217391304,0.8872538244393907
22,0.7246376811594203,0.7209560492202065,0.8608695652173913,0.8729217476071276,0.8463768115942029,0.8699286273207977,0.9304347826086956,0.9353050536749639
23,0.8788819875776398,0.8900375321405442,0.6925465838509317,0.7311988360173703,0.8136645962732919,0.8364735158194099,0.9627329192546584,0.9549042443064182
24,0.8985507246376812,0.9016232966036566,0.881159420289855,0.888636776817247,0.8927536231884058,0.9030138027098898,0.9507246376811594,0.9516519699486619
25,0.22028985507246376,0.202816420216347,0.5014492753623189,0.45467918372906196,0.3826086956521739,0.382157959605821,0.4260869565217391,0.427982301978284
26,0.6521739130434783,0.6708464534538767,0.5739130434782609,0.5663518205705705,0.7623188405797101,0.7956592659595997,0.7565217391304347,0.7797893253687017
27,0.7652173913043478,0.7860872620377302,0.7391304347826086,0.7475112083017285,0.8492753623188406,0.8705902551868719,0.8579710144927536,0.8750872143729287
28,0.8405797101449275,0.8406981510552939,0.8173913043478261,0.8299132727500526,0.8173913043478261,0.8477692433404151,0.9739130434782609,0.9771531550395713
29,0.7594202898550725,0.7631985482099899,0.8463768115942029,0.8578178831778998,0.8666666666666667,0.8856188737266961,0.927536231884058,0.9367112132052371
30,0.8869565217391304,0.8954329422198428,0.7072463768115942,0.6351704854971031,0.9043478260869565,0.9149209116951053,0.9884057971014493,0.9902560723027678
31,0.8985507246376812,0.8990002045826514,0.8318840579710145,0.8305119299598052,0.8724637681159421,0.8878054740957967,0.9826086956521739,0.984995634995635
32,0.8898550724637682,0.9018880459474519,0.808695652173913,0.8180133651932003,0.8,0.8241058201058201,0.8434782608695652,0.8685251105248576
33,0.7670807453416149,0.7013670587970385,0.6770186335403726,0.5978540051274757,0.7204968944099379,0.6547138346636382,0.8416149068322981,0.7971093372036768
34,0.808695652173913,0.7856440223019413,0.8376811594202899,0.8401771710657192,0.8927536231884058,0.9059853190287973,0.9652173913043478,0.9692433890429621
35,0.8927536231884058,0.8964950584998274,0.863768115942029,0.8663363200234129,0.8927536231884058,0.8975223643021634,0.9594202898550724,0.9489012449538765
36,0.782608695652174,0.7763748053351442,0.7710144927536232,0.763386933129528,0.7681159420289855,0.7711385044636314,0.881159420289855,0.8714010844342598
37,0.881159420289855,0.8824552276283266,0.7942028985507247,0.7979344812623581,0.8376811594202899,0.8602700096432015,0.9478260869565217,0.951681337208701
38,0.8695652173913043,0.8636853384531403,0.6985507246376812,0.6869548474054107,0.8231884057971014,0.8502952125767671,0.9217391304347826,0.9045595182483064
39,0.7507246376811594,0.7592014129643596,0.7391304347826086,0.7714932033733641,0.855072463768116,0.8589856949098075,0.8521739130434782,0.8735868299688974
40,0.7913043478260869,0.79317190673815,0.8405797101449275,0.8442392631033604,0.8666666666666667,0.8862083718994402,0.8869565217391304,0.9055767386371611
41,0.881159420289855,0.8845233118945179,0.8347826086956521,0.8429638926825723,0.9101449275362319,0.922216296152634,0.991304347826087,0.9926705985681044
42,0.8666666666666667,0.8750883003756567,0.5681159420289855,0.5888450115643398,0.8318840579710145,0.8489993886361069,0.9449275362318841,0.953480945284224
43,0.8819875776397516,0.8950349872609161,0.7888198757763976,0.7825951825951826,0.8881987577639752,0.9053546027230238,0.9751552795031055,0.9750969121813112
44,0.8231884057971014,0.8040538443438401,0.672463768115942,0.662923686977981,0.7594202898550725,0.7474603934958413,0.8666666666666667,0.8631527208073893
45,0.8260869565217391,0.8217050670302204,0.782608695652174,0.7791234153400727,0.7919254658385093,0.7978778804037915,0.922360248447205,0.9254083001269797
46,0.8478260869565217,0.8349595876731859,0.84472049689441,0.8256215540420766,0.8571428571428571,0.8804489754921655,0.9751552795031055,0.971984988120834
47,0.8461538461538461,0.8672359715113034,0.8561872909698997,0.8411747020773517,0.8528428093645485,0.8792794942144817,0.9331103678929766,0.9456264775413712
48,0.7855072463768116,0.7834926115986661,0.8173913043478261,0.8138882057839858,0.8956521739130435,0.9064383286460426,0.9072463768115943,0.9168340699075934
49,0.8463768115942029,0.8499586031437624,0.7855072463768116,0.7763516855923063,0.8724637681159421,0.8879429133858268,0.9188405797101449,0.9301350048216008
50,0.863768115942029,0.8703332919434614,0.7304347826086957,0.7321209943088525,0.8347826086956521,0.847766624519392,0.9536231884057971,0.9550903742147656
51,0.8985507246376812,0.8995519759638809,0.8115942028985508,0.8054867561059512,0.8753623188405797,0.8881004895873917,0.9594202898550724,0.9632040490707651
52,0.8463768115942029,0.8297984851643387,0.8666666666666667,0.8734292618426326,0.8666666666666667,0.8869658119658119,0.9768115942028985,0.9800838800838801
53,0.8840579710144928,0.8923423750941177,0.8898550724637682,0.8953530578651923,0.8898550724637682,0.8994837456552852,0.9333333333333333,0.9428390819207757
54,0.7478260869565218,0.7159163039565426,0.7246376811594203,0.6819369521970761,0.9130434782608695,0.9147206959706959,0.8376811594202899,0.8362417564106488
55,0.6115942028985507,0.5572460443823272,0.7855072463768116,0.7521799509988487,0.7130434782608696,0.728860492209116,0.7565217391304347,0.7493426440794861
56,0.7546583850931677,0.7127944133275886,0.8012422360248447,0.7836939835290997,0.8198757763975155,0.8368741175192789,0.9130434782608695,0.9250635615445503
mean,0.8134424840170181,0.810901073269242,0.7858709871908628,0.7809156735698295,0.8291601255886969,0.8393230478500637,0.9024915819170477,0.9058161636363397
std,0.10204257461969768,0.10984381420402652,0.0794729831437409,0.08893106980395431,0.08561045900425103,0.0998115025440443,0.09090572899146557,0.09087619805967984
