loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
1,0.8840579710144928,0.8966033966033966,0.8376811594202899,0.829526254946423,0.9652173913043478,0.9689244205768122
2,0.7420289855072464,0.7308263193142697,0.7217391304347827,0.7176373100428552,0.8347826086956521,0.8421452347681856
3,0.8695652173913043,0.8835739277336088,0.8347826086956521,0.8422021996659732,0.9420289855072463,0.9457865480261897
4,0.8927536231884058,0.9005392905566978,0.9159420289855073,0.9183385464589023,0.9565217391304348,0.9612914938974395
5,0.8202898550724638,0.8245913630509342,0.7855072463768116,0.7757804587960165,0.936231884057971,0.9359852836032299
6,0.8028985507246377,0.8333175445244411,0.7710144927536232,0.7720193764884175,0.8724637681159421,0.8871945488721804
7,0.8753623188405797,0.885157278146208,0.8869565217391304,0.8950090755908893,0.9304347826086956,0.9239118541848227
8,0.4028985507246377,0.3559275016171568,0.3101449275362319,0.27226753827760425,0.2927536231884058,0.2664962416434957
9,0.7710144927536232,0.8074560177501354,0.6492753623188405,0.6729698495667323,0.7217391304347827,0.7446351857756566
10,0.8434782608695652,0.8651668572050738,0.7710144927536232,0.7710788632690044,0.7246376811594203,0.7609474419802126
11,0.7884057971014493,0.8234077363561996,0.863768115942029,0.8669496583870399,0.9333333333333333,0.940877520963452
12,0.8521739130434782,0.8703911899393316,0.7884057971014493,0.7813500417710944,0.8434782608695652,0.8599027710453145
13,0.8144927536231884,0.8118112271380056,0.8492753623188406,0.8636419136419137,0.9565217391304348,0.9602494230863652
14,0.8434782608695652,0.8588636363636364,0.9130434782608695,0.9180490156651266,0.9855072463768116,0.9876976108403661
15,0.7768115942028986,0.79901625320787,0.8840579710144928,0.8956989949092808,0.881159420289855,0.8801523208084234
16,0.7018633540372671,0.6328224776500638,0.8198757763975155,0.7705784411666765,0.84472049689441,0.7974361480690595
17,0.8782608695652174,0.8752289522947977,0.8782608695652174,0.8852987268668536,0.8724637681159421,0.862676777304828
18,0.8260869565217391,0.8538410845415176,0.8869565217391304,0.8819741043704081,0.9101449275362319,0.918281291490224
19,0.7565217391304347,0.7498032919589854,0.8376811594202899,0.8286992077689752,0.8202898550724638,0.8217818645701371
20,0.863768115942029,0.8805759457933371,0.8869565217391304,0.8805930128834178,0.9536231884057971,0.9516348450681599
21,0.8608695652173913,0.8769821064310612,0.8376811594202899,0.8327117126183436,0.9333333333333333,0.9365006740678798
22,0.7420289855072464,0.7251638484766113,0.7942028985507247,0.7870038972401177,0.8318840579710145,0.8421586550372034
23,0.881159420289855,0.9003709529734933,0.7507246376811594,0.7320790688539225,0.8840579710144928,0.9029990627928772
24,0.855072463768116,0.8742955693742713,0.8434782608695652,0.8492978694116685,0.936231884057971,0.9465933973580849
25,0.7246376811594203,0.7212572719080512,0.7884057971014493,0.7577674270049564,0.8318840579710145,0.819666423216041
26,0.7577639751552795,0.7655272430603521,0.8509316770186336,0.8601832196443215,0.8540372670807453,0.8449434229137199
27,0.8664596273291926,0.8872863112574395,0.8913043478260869,0.8831672991777356,0.9503105590062112,0.944957264957265
28,0.7290969899665551,0.7306552457318887,0.7993311036789298,0.8261310931456122,0.9230769230769231,0.9374094122519006
29,0.7014492753623188,0.6647759103641456,0.7971014492753623,0.7985809579450487,0.881159420289855,0.884959713932568
30,0.8028985507246377,0.805567728831843,0.8260869565217391,0.8301935804920335,0.8927536231884058,0.8982718339861198
31,0.8695652173913043,0.8860444260706728,0.8376811594202899,0.8285435017614129,0.8956521739130435,0.8923360590027256
32,0.7942028985507247,0.7793584660517571,0.9043478260869565,0.9040838114769248,0.9710144927536232,0.9631203677643305
33,0.8579710144927536,0.8800298062593145,0.8260869565217391,0.8186247465336903,0.9246376811594202,0.9354689051206702
34,0.7710144927536232,0.7947698135198136,0.6608695652173913,0.6330778643391257,0.7797101449275362,0.7823081352419454
35,0.7478260869565218,0.7522660777276222,0.5942028985507246,0.5360039529986771,0.7043478260869566,0.7084178917235648
36,0.8478260869565217,0.8715566572018185,0.8354037267080745,0.8102737447065941,0.9192546583850931,0.9270123919608455
mean,0.8004459308807135,0.8070785757496063,0.8036161101378494,0.7979829538301053,0.869205552901205,0.871809234386175
std,0.08874775778209235,0.10439169681796094,0.11172264083692282,0.12132343271969215,0.12168424321238408,0.12475975934900711
