loop,classifier_model_accuracy_PI,classifier_model_f1_score_PI,classifier_model_accuracy_M,classifier_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
1,0.3391304347826087,0.3233471681559613,0.5681159420289855,0.544830971607583,0.6231884057971014,0.6098095051447694
2,0.2985507246376812,0.24515729158792932,0.30434782608695654,0.2605884884492967,0.3681159420289855,0.3026432761424031
3,0.47246376811594204,0.4729154796542168,0.5739130434782609,0.5503472711279201,0.6347826086956522,0.6198849390262081
4,0.5768115942028985,0.5513303227689526,0.7565217391304347,0.7446108054806349,0.855072463768116,0.852598215547896
5,0.4434782608695652,0.3960429536457957,0.4666666666666667,0.406270029150445,0.6550724637681159,0.6216178345106208
6,0.42318840579710143,0.37965013307624634,0.5333333333333333,0.5277544959308726,0.6115942028985507,0.5932418945360706
7,0.4985507246376812,0.4571308237765634,0.591304347826087,0.5741970389310918,0.7304347826086957,0.7151392179375862
8,0.09565217391304348,0.07627894317653482,0.07536231884057971,0.07609852817814383,0.08405797101449275,0.1027429684079814
9,0.3101449275362319,0.2607973574045003,0.527536231884058,0.5140848546599696,0.5942028985507246,0.5797297187358006
10,0.4028985507246377,0.33803680339554937,0.4782608695652174,0.4455407224701281,0.5478260869565217,0.48814457882089424
11,0.39710144927536234,0.3500187098864934,0.6521739130434783,0.6311356269023461,0.7159420289855073,0.7124355653190598
12,0.5246376811594203,0.509358591973755,0.4028985507246377,0.3750074261725162,0.6405797101449275,0.615523127566764
13,0.463768115942029,0.4305281236374192,0.34492753623188405,0.3191126530737589,0.6144927536231884,0.590614161687719
14,0.4144927536231884,0.39311608537195036,0.6811594202898551,0.6547788569300461,0.7420289855072464,0.7320268269983041
15,0.43768115942028984,0.3774585726694835,0.6840579710144927,0.6673284505181681,0.6898550724637681,0.6613391684513804
16,0.391304347826087,0.3336280133320489,0.6086956521739131,0.5537917132188499,0.6925465838509317,0.6329082363770734
17,0.6260869565217392,0.6172149110174794,0.7188405797101449,0.7169210456113562,0.8579710144927536,0.8571399281833234
18,0.527536231884058,0.501032093419966,0.6579710144927536,0.6291774708630115,0.7652173913043478,0.7446153070378683
19,0.3710144927536232,0.33907822099334123,0.5507246376811594,0.5101318861353803,0.5449275362318841,0.5198275468604504
20,0.5246376811594203,0.5103245233879965,0.34492753623188405,0.3289502036139113,0.5855072463768116,0.5820726303770904
21,0.4608695652173913,0.41098793496943237,0.6231884057971014,0.6078100532098443,0.7507246376811594,0.7453825258416423
22,0.41739130434782606,0.3981308117236301,0.40869565217391307,0.3561930884375079,0.5826086956521739,0.5546650954853402
23,0.46956521739130436,0.4400664190896152,0.6057971014492753,0.5989413135056011,0.7304347826086957,0.7191239846392949
24,0.527536231884058,0.48954761790792045,0.6231884057971014,0.6055179651863213,0.7246376811594203,0.7060766156460926
25,0.4434782608695652,0.3978260014694791,0.5420289855072464,0.5120125610186226,0.6144927536231884,0.5923424893418776
26,0.468944099378882,0.4006066902019159,0.6273291925465838,0.561470309555694,0.7204968944099379,0.681979634422841
27,0.5248447204968945,0.5014402537177725,0.484472049689441,0.41247884635421717,0.7546583850931677,0.7447733531117811
28,0.44816053511705684,0.3903811628126291,0.431438127090301,0.3665175731228664,0.5953177257525084,0.5270175613665113
29,0.463768115942029,0.43448151359342263,0.5942028985507246,0.5690446669957556,0.6579710144927536,0.6363142963949784
30,0.5362318840579711,0.5049660176627362,0.6927536231884058,0.6538696694075997,0.736231884057971,0.7230807185611425
31,0.23478260869565218,0.1955193942125217,0.5130434782608696,0.49059789094759704,0.5043478260869565,0.49074157709997324
32,0.5101449275362319,0.4824997733289634,0.7304347826086957,0.7202659966108249,0.8666666666666667,0.865106402904077
33,0.5739130434782609,0.5509732922228809,0.5391304347826087,0.5417475570157873,0.7188405797101449,0.709933815515434
34,0.3536231884057971,0.2912770376980259,0.25217391304347825,0.22171164736074706,0.4318840579710145,0.3945814666986351
35,0.3507246376811594,0.34085618649903343,0.3188405797101449,0.30813000875098606,0.42028985507246375,0.41687451313333085
36,0.2422360248447205,0.19273117521736755,0.38198757763975155,0.33347733006051683,0.38198757763975155,0.3658495797781584
mean,0.43237068889242797,0.3967982334627647,0.5247345649519563,0.4969568060157199,0.6318057546318417,0.6113305077113993
std,0.10718980861468119,0.11276556786992413,0.1512493491359332,0.15456658920032884,0.15502293639593606,0.1580338093317841
