loop,classifier_model_accuracy_PI,classifier_model_f1_score_PI,classifier_model_accuracy_M,classifier_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
1,0.5826086956521739,0.5453118806639544,0.518840579710145,0.45912656490398424,0.6202898550724638,0.5668489648803663
2,0.422360248447205,0.38562110695640095,0.3447204968944099,0.2809801365753342,0.5341614906832298,0.4708978871560446
3,0.6028985507246377,0.5590758374172455,0.4260869565217391,0.3930107327243609,0.6463768115942029,0.6154002087664874
4,0.5507246376811594,0.51718544845156,0.15072463768115943,0.13784013011098845,0.5710144927536231,0.5438603529961178
5,0.27639751552795033,0.20994600736392313,0.2608695652173913,0.192129336003547,0.2670807453416149,0.21686362276533824
6,0.3507246376811594,0.3406925758702213,0.42028985507246375,0.3813715845056361,0.41739130434782606,0.3725982369060122
7,0.5333333333333333,0.5054053765403579,0.4956521739130435,0.45883096356536507,0.6579710144927536,0.6285443082880343
8,0.5478260869565217,0.5368789528942205,0.39420289855072466,0.3861317079052445,0.5768115942028985,0.5571921012736728
9,0.4811594202898551,0.4328856155207202,0.5043478260869565,0.4479301209647213,0.6057971014492753,0.5738095142718913
10,0.30434782608695654,0.2861365464421245,0.3333333333333333,0.2910375321454738,0.40869565217391307,0.3932717098319119
11,0.26956521739130435,0.25898024173357714,0.48405797101449277,0.4619106385531875,0.4405797101449275,0.42713919571005116
12,0.2985507246376812,0.24324468835798008,0.2289855072463768,0.19457545122552794,0.3188405797101449,0.27260447610485344
13,0.2927536231884058,0.25654293290673896,0.3130434782608696,0.2577670054722875,0.40869565217391307,0.3678848890424902
14,0.5420289855072464,0.4876776211458985,0.43768115942028984,0.3932252866689254,0.5739130434782609,0.5332000347369872
15,0.518840579710145,0.4954539074372908,0.4579710144927536,0.42919945609048277,0.5739130434782609,0.5545196100535581
16,0.3652173913043478,0.30987568225206563,0.4260869565217391,0.34991061644268656,0.391304347826087,0.356576662811716
17,0.19710144927536233,0.13054885312268097,0.06956521739130435,0.08534110905891422,0.18840579710144928,0.13396670510927153
18,0.4,0.36108405865113485,0.553623188405797,0.5074066653823249,0.6405797101449275,0.5962520297827039
19,0.3507246376811594,0.2937370511059384,0.391304347826087,0.3409082215602804,0.48695652173913045,0.45717230046312235
20,0.5072463768115942,0.4926860357048292,0.5768115942028985,0.5389033080113745,0.6318840579710145,0.6005359440945087
21,0.4579710144927536,0.4087494920089308,0.3652173913043478,0.3124144523322193,0.527536231884058,0.4765895896478911
22,0.5043478260869565,0.47606807191419537,0.4434782608695652,0.3979874865730287,0.5623188405797102,0.5369187335945775
23,0.45652173913043476,0.4269422467189212,0.453416149068323,0.4248898137621941,0.5341614906832298,0.48607559451791166
24,0.527536231884058,0.5065666931403809,0.39710144927536234,0.33158667329202307,0.5797101449275363,0.568972782221895
25,0.05507246376811594,0.041566287003180206,0.10144927536231885,0.08781706221017554,0.08695652173913043,0.07164960576806954
26,0.4289855072463768,0.3914929440295821,0.47246376811594204,0.4443452065674724,0.5478260869565217,0.5111164100343092
27,0.4115942028985507,0.36526168074693294,0.3652173913043478,0.314068553365248,0.45217391304347826,0.4503595288668015
28,0.5159420289855072,0.5041129971877519,0.3739130434782609,0.3263738822526148,0.5449275362318841,0.5044601297918432
29,0.553623188405797,0.5285000209629493,0.21739130434782608,0.18887279951120498,0.5826086956521739,0.5612086751469317
30,0.4956521739130435,0.4585961425301251,0.4,0.34802598583882516,0.6318840579710145,0.6026610364321497
31,0.4115942028985507,0.40131480851835233,0.4144927536231884,0.40669209590598326,0.5217391304347826,0.5073232344465554
32,0.40869565217391307,0.3696919660337772,0.591304347826087,0.5505916120998717,0.6,0.5490618776743361
33,0.422360248447205,0.3696850671609047,0.3385093167701863,0.27796801847163405,0.484472049689441,0.4055076016324926
34,0.4,0.35836423562450964,0.45507246376811594,0.43468623580432353,0.5739130434782609,0.5552325817229125
35,0.6173913043478261,0.6050278457287435,0.5130434782608696,0.4917697447416499,0.6956521739130435,0.6925987360271911
36,0.3507246376811594,0.27680064589602565,0.4666666666666667,0.38718533382326487,0.4,0.3281051037733102
37,0.5246376811594203,0.5196932206793536,0.39710144927536234,0.364557120966565,0.5855072463768116,0.5915409947704708
38,0.4985507246376812,0.4605632428916392,0.35942028985507246,0.3487893256202462,0.5217391304347826,0.497485137654504
39,0.5246376811594203,0.47697996305855644,0.43478260869565216,0.39626215680185584,0.5710144927536231,0.5370899439322926
40,0.4579710144927536,0.4409501395142334,0.3536231884057971,0.3290629376216968,0.527536231884058,0.5136640185023494
41,0.4144927536231884,0.3781046039344407,0.5623188405797102,0.5427493908850991,0.6347826086956522,0.6101473987977734
42,0.5101449275362319,0.4903158177855251,0.3884057971014493,0.38106854589008066,0.5681159420289855,0.5281783914118728
43,0.5372670807453416,0.4695573312699749,0.453416149068323,0.4170978782950649,0.5683229813664596,0.5085624884848879
