loop,classifier_model_accuracy_PI,classifier_model_f1_score_PI,classifier_model_accuracy_M,classifier_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
0,0.3639472398632145,0.34044071810649557,0.5786516853932584,0.5762359520704234,0.19917415593879037,0.20481696630646734
1,0.4889482632985183,0.4864973648875554,0.5659460772407092,0.5665903412913263,0.38299951148021494,0.3712093927461358
2,0.46116267708842207,0.4569808591170524,0.4318514899853444,0.4306027761786765,0.4172941462229779,0.4000974712418309
3,0.4768034976924945,0.46893084011385533,0.6048093271799855,0.6000715098567736,0.48510014655593553,0.4640897442810115
4,0.4624726742773864,0.4609674745182933,0.6152538256011659,0.6138088772921014,0.3743016759776536,0.3475082606570589
5,0.4484611626770884,0.44541449855451104,0.4350268685881778,0.42725698901283393,0.4590721399076998,0.44523263039954003
6,0.466047874938935,0.4552604691055318,0.538104543234001,0.5281271741609566,0.4195529353967084,0.3849963980954115
7,0.4613117170228445,0.4533595472111476,0.6317858020142472,0.6263270428088198,0.38519785051294575,0.36312620821402875
8,0.4782608695652174,0.46694219123894826,0.5549584758182706,0.5472768568957496,0.4932367149758454,0.469350953249336
9,0.5074110671936759,0.5001939579345906,0.5968379446640316,0.5968511310615721,0.4538348803126527,0.4294693653874908
10,0.426524168083556,0.410696888471061,0.6565460286616468,0.6522160383114008,0.3269370901141608,0.3134913826813872
11,0.29403095062638174,0.2761937803540406,0.5738147875214935,0.5758065466668555,0.25036638983878845,0.23846041039027413
12,0.38571775564731603,0.36923575311066126,0.2681564245810056,0.235160345143528,0.2700995870779694,0.26524661731095167
13,0.4986640757833374,0.4896187136586071,0.5504007772649988,0.549083893424575,0.39822134387351776,0.3789051602456455
14,0.5190672820014574,0.5051889948683228,0.48870536798639785,0.4857595955623021,0.40874478015229676,0.4018028941048596
15,0.5,0.49425962823824354,0.6274703557312253,0.6241021712945412,0.4457743038593063,0.4355810635921213
16,0.4634442555258684,0.4563465953543994,0.5248967694923488,0.5158779384777422,0.3974802371541502,0.4045208458900629
17,0.2778187177597642,0.25177281106303473,0.5625153524932449,0.5579070953968238,0.21034734029633229,0.18493173063350465
18,0.4641798418972332,0.4463634015475997,0.6128952569169961,0.6109095759013997,0.4066927210552027,0.3728412060163719
19,0.4952635414136507,0.48798241987753926,0.6329851833859607,0.6295841171803102,0.47923790913532,0.4603937512103167
20,0.4871039056742815,0.4794921044983186,0.5480225988700564,0.5350455836435862,0.49926722032242304,0.4624548175719602
21,0.5046409379579873,0.4911112937441102,0.6262823644357597,0.6239183696521514,0.45418816015720953,0.43025755645605607
22,0.43915472431382074,0.42684628972329003,0.5380131163468546,0.5280407170401037,0.5049975012493753,0.4994249446335751
23,0.35100146555935513,0.32798607968772814,0.5512945774303859,0.5428821118457859,0.21787982413287738,0.23471995989112332
24,0.45074920167035126,0.43611176810411617,0.6337509211495947,0.6289860072177675,0.32135049793538983,0.29991500412470873
25,0.47340296332280785,0.462702151062284,0.4678163711440369,0.46269535257304356,0.3851633505281258,0.35162361133239534
26,0.4844018668631786,0.473470872497394,0.4283959715057725,0.42083332371020515,0.4426430852370425,0.4377094009982787
27,0.3903273082559844,0.36697848398127636,0.4934049829018075,0.48699217736786693,0.35006211180124225,0.34697851995700074
28,0.5069225163954336,0.49214754028505414,0.49914986640757836,0.4946928660358105,0.4255525868350741,0.41554790576359985
29,0.47198067632850244,0.4587653266583686,0.485024154589372,0.4815127705289469,0.5580938344387129,0.5415135139751336
mean,0.4499741066232689,0.4379419605857811,0.5440922422845242,0.5385051749201326,0.39409546774919807,0.3785405895785878
std,0.06114564264005098,0.0658216940759994,0.08321031545096837,0.0873002469887891,0.09207952002494643,0.08794010609298811
