loop,model_accuracy_test,model_f1_score_test
1,0.7072463768115942,0.6841315819238215
2,0.19130434782608696,0.1041806006195704
3,0.6242236024844721,0.5869271661638468
4,0.6,0.596021914711648
5,0.8492753623188406,0.846336448098974
6,0.5869565217391305,0.5432338563013562
7,0.6434782608695652,0.6205382086359167
8,0.7014492753623188,0.6813149171399843
9,0.7159420289855073,0.6896501909089098
10,0.7130434782608696,0.6755983538431356
11,0.5739130434782609,0.5217961058858954
12,0.47246376811594204,0.399264026977615
13,0.5971014492753624,0.5587409204680802
14,0.5246376811594203,0.4811691330112382
15,0.5942028985507246,0.5684233115909582
16,0.7507246376811594,0.7482743080324192
17,0.6869565217391305,0.6546392176208354
18,0.6434782608695652,0.6060270060494025
19,0.3855072463768116,0.30461312525142314
20,0.7043478260869566,0.6793368385811082
21,0.6318840579710145,0.592026915611675
22,0.6347826086956522,0.5946428867217427
23,0.45217391304347826,0.3689922948275483
24,0.672463768115942,0.6231677657383435
25,0.7246376811594203,0.7052544873663938
26,0.6708074534161491,0.6325174298904978
27,0.6666666666666666,0.6235649913007855
28,0.0782608695652174,0.0638230604296435
29,0.5855072463768116,0.5390517459167
30,0.6492753623188405,0.6099304136723492
31,0.6869565217391305,0.6463822798894491
32,0.6289855072463768,0.5640763233309279
33,0.6144927536231884,0.5920207920207919
34,0.6898550724637681,0.6609166479477977
35,0.5449275362318841,0.4684117563060151
36,0.6055900621118012,0.5575778449991567
37,0.7101449275362319,0.694280407993095
38,0.6753623188405797,0.6538438575928772
39,0.6811594202898551,0.6524212174155681
40,0.6289855072463768,0.5813451898766036
41,0.7188405797101449,0.6924361391587335
42,0.6695652173913044,0.633830785918692
43,0.7536231884057971,0.7606934952898435
44,0.6202898550724638,0.5568468220571241
45,0.6608695652173913,0.6504206542809811
46,0.6057971014492753,0.5733152383669272
47,0.7763975155279503,0.7567742619435834
48,0.5855072463768116,0.5539991525507116
49,0.577639751552795,0.48956280173628214
50,0.6180124223602484,0.5952278635859934
51,0.6220735785953178,0.551458763183329
52,0.5478260869565217,0.5309342377708307
53,0.7623188405797101,0.745222519800654
54,0.5768115942028985,0.5264715111178128
55,0.6985507246376812,0.6665716476957875
56,0.7014492753623188,0.6567233630083718
57,0.7043478260869566,0.682151477234727
58,0.5072463768115942,0.47853180682425245
59,0.6811594202898551,0.6388778106425165
60,0.744927536231884,0.7263658505759759
61,0.5623188405797102,0.5581131344515199
62,0.6211180124223602,0.577381561011152
mean,0.6260622967495336,0.5899415554656434
std,0.12156922346001295,0.1327246892632289
