loop,model_accuracy_test,model_f1_score_test
0,0.7139716658524671,0.7146556261860866
1,0.7075098814229249,0.709171930644807
2,0.7226725620240727,0.7223497363138931
3,0.7364283959715058,0.7382817091920288
4,0.721198722672562,0.7233128711466554
5,0.7726499878552344,0.776185659423484
6,0.7454811919882756,0.7412812803634875
7,0.7658489191158611,0.7637546679061764
8,0.7005373717635565,0.7027914885273752
9,0.7337567171470445,0.7330234014693796
10,0.7593873517786561,0.7641866175546501
11,0.7327796775769418,0.7318854728006011
12,0.6803497692494535,0.6794090893024972
13,0.7002671848433325,0.6971198327704571
14,0.7216419723099344,0.7247312274379655
15,0.6887351778656127,0.6891134215257004
16,0.6888511051736701,0.6857848517116073
17,0.7420451785280544,0.7384340881620297
18,0.6971095457857663,0.6915086688662121
19,0.7009958707796939,0.700163056330421
20,0.7334486166007905,0.7334046379672076
21,0.7049864898059445,0.7055052353359375
22,0.7012387660918145,0.6998111697264082
23,0.7318840579710145,0.7350058868019381
24,0.7335124572545189,0.7296371000065816
25,0.7240709254311392,0.7202847933905276
26,0.7034248239008987,0.7025077438260952
27,0.6922516395433568,0.6911914865380404
28,0.7129946262823644,0.7125530530962911
29,0.7408402540302882,0.7421718060397092
mean,0.7203623635538917,0.7199739203454751
std,0.023622654326146103,0.0243833336568136
