loop,model_accuracy_test,model_f1_score_test
1,0.9507246376811594,0.9575051322304069
2,0.9101449275362319,0.9160102531337472
3,0.9623188405797102,0.9666966634362453
4,0.9855072463768116,0.9861187872057438
5,0.9391304347826087,0.9326665322232346
6,0.8840579710144928,0.8965167252520531
7,0.9623188405797102,0.9683031402388749
8,0.2898550724637681,0.34342233742255046
9,0.7884057971014493,0.8158846777156905
10,0.8898550724637682,0.9072400803170033
11,0.9420289855072463,0.9495121951219512
12,0.8869565217391304,0.9017524644030668
13,0.9043478260869565,0.893506035327342
14,0.9739130434782609,0.9746626264221337
15,0.8840579710144928,0.8963532248342375
16,0.8416149068322981,0.7918868731649459
17,0.9565217391304348,0.9464899454333876
18,0.9594202898550724,0.9650675024108004
19,0.8724637681159421,0.8709702907711756
20,0.9652173913043478,0.9617248062015503
21,0.9391304347826087,0.939355938733392
22,0.8579710144927536,0.8622440943146639
23,0.9072463768115943,0.9201542912246866
24,0.9507246376811594,0.9586243386243386
25,0.8608695652173913,0.8482949925418545
26,0.9099378881987578,0.9090417401528512
27,0.9627329192546584,0.9704342030089507
28,0.822742474916388,0.808569697756431
29,0.7797101449275362,0.7551258397199357
30,0.9014492753623189,0.9096158958001064
31,0.927536231884058,0.9369911465053166
32,0.9507246376811594,0.9436862179367752
33,0.9420289855072463,0.9500964320154291
34,0.7942028985507247,0.8081305750703157
35,0.744927536231884,0.7294886421766346
36,0.9503105590062112,0.9517090611585702
mean,0.8875307462263985,0.8901070388890664
std,0.11909090932380637,0.11405824982740526
