loop,model_accuracy_test,model_f1_score_test
1,0.9478260869565217,0.9549216027874565
2,0.9782608695652174,0.9827766551765125
3,0.9304347826086956,0.941722972972973
4,0.9565217391304348,0.9625045284385944
5,0.922360248447205,0.9370208105147864
6,0.9478260869565217,0.9507251501959165
7,0.8956521739130435,0.9094928099494753
8,0.8840579710144928,0.8799800593554857
9,0.9130434782608695,0.9232347705696202
10,0.9188405797101449,0.9271273337337624
11,0.9623188405797102,0.9667590474042087
12,0.8956521739130435,0.9107758620689655
13,0.9188405797101449,0.9197021751588118
14,0.9304347826086956,0.9277225283523991
15,0.9188405797101449,0.9286909448818897
16,0.7884057971014493,0.7842661648990763
17,0.736231884057971,0.7188204575479571
18,0.9942028985507246,0.9934530246005656
19,0.9217391304347826,0.9182651129725748
20,0.991304347826087,0.9926548860975091
21,0.9130434782608695,0.9187936828649774
22,0.8782608695652174,0.8888081395348837
23,0.9596273291925466,0.9646227112728133
24,0.9884057971014493,0.9902173913043478
25,0.26666666666666666,0.30849100064870094
26,0.808695652173913,0.8389219015280136
27,0.8666666666666667,0.8854574836022752
28,0.9681159420289855,0.9726932578610319
29,0.9159420289855073,0.9266370102412436
30,0.9768115942028985,0.9788000150445566
31,0.9942028985507246,0.9950975748389541
32,0.8753623188405797,0.8906142167011732
33,0.8260869565217391,0.7772783882245071
34,0.9565217391304348,0.9625045284385944
35,0.9884057971014493,0.9868538472403878
36,0.9217391304347826,0.9119565217391303
37,0.9391304347826087,0.9480334728033473
38,0.936231884057971,0.9446900505246794
39,0.8318840579710145,0.858014285932949
40,0.8753623188405797,0.8858992436867068
41,0.9710144927536232,0.9757179054054054
42,0.9449275362318841,0.9526748971193415
43,0.9751552795031055,0.9802330022918259
44,0.8463768115942029,0.829359375110752
45,0.922360248447205,0.922853954830699
46,0.9596273291925466,0.9632545384131008
47,0.9163879598662207,0.9269685769990966
48,0.8318840579710145,0.8345734126984127
49,0.927536231884058,0.9361820199778025
50,0.9594202898550724,0.965301724137931
51,0.9855072463768116,0.9844416124565587
52,0.9536231884057971,0.9602152604266769
53,0.9333333333333333,0.9418155598465036
54,0.8898550724637682,0.9000096206222035
55,0.7565217391304347,0.7541865092021371
56,0.984472049689441,0.9878089000918749
mean,0.9071064546219826,0.9121535444882525
std,0.10545405184167816,0.10275921908549877
