loop,model_accuracy_test,model_f1_score_test
1,0.863768115942029,0.8636768182450285
2,0.9782608695652174,0.9827290281055567
3,0.8956521739130435,0.8939051678604167
4,0.9478260869565217,0.9500617587379436
5,0.9006211180124224,0.8760945839530667
6,0.8840579710144928,0.8913100466948782
7,0.8115942028985508,0.8108367556412228
8,0.8492753623188406,0.8363889601458039
9,0.8898550724637682,0.8943091963008394
10,0.9014492753623189,0.9060684085294677
11,0.9246376811594202,0.9273089693543322
12,0.8695652173913043,0.8793706148277352
13,0.8898550724637682,0.8817252221279418
14,0.9043478260869565,0.908984981088558
15,0.8724637681159421,0.8781396100454866
16,0.9159420289855073,0.9210810573565138
17,0.8579710144927536,0.8637010906255381
18,0.9884057971014493,0.9837930191795597
19,0.8231884057971014,0.8082773561954889
20,0.9217391304347826,0.9103955701246981
21,0.9333333333333333,0.9405914464260753
22,0.855072463768116,0.8632961707286206
23,0.8850931677018633,0.8936648015891068
24,0.9739130434782609,0.9766327227215837
25,0.3507246376811594,0.34702662243505944
26,0.7275362318840579,0.7540505312577218
27,0.8260869565217391,0.8412257131857858
28,0.9014492753623189,0.9018752651584305
29,0.8289855072463768,0.8386282806798107
30,0.8376811594202899,0.8387115474905216
31,0.8927536231884058,0.8971577890824076
32,0.881159420289855,0.8935052574329224
33,0.8105590062111802,0.7633095079660096
34,0.9304347826086956,0.9329985991750698
35,0.9594202898550724,0.9525793544041129
36,0.9043478260869565,0.8919492083639723
37,0.9333333333333333,0.9367668748822497
38,0.8869565217391304,0.8908167429387588
39,0.7913043478260869,0.8054971443280129
40,0.8376811594202899,0.8398996212590044
41,0.9681159420289855,0.9700254996798356
42,0.7159420289855073,0.7110827499825909
43,0.8975155279503105,0.9089906908378246
44,0.7565217391304347,0.7396039962786547
45,0.9285714285714286,0.9213986912581916
46,0.9596273291925466,0.9178314775644187
47,0.8896321070234113,0.8814429900795021
48,0.8144927536231884,0.8097266020244197
49,0.9188405797101449,0.9257386175707645
50,0.9072463768115943,0.9143513681218599
51,0.9681159420289855,0.9650377035245457
52,0.9304347826086956,0.9341019600590521
53,0.9130434782608695,0.9178561347568343
54,0.8289855072463768,0.8232964435413529
55,0.7217391304347827,0.6933512978589416
56,0.8633540372670807,0.8439440069889304
mean,0.8717943030054831,0.8704664579780899
std,0.09479988515561634,0.09643875223094488
