loop,model_accuracy_test,model_f1_score_test
1,0.8521739130434782,0.8466340002287714
2,0.6869565217391305,0.6860632362934411
3,0.8376811594202899,0.8457402620254397
4,0.8956521739130435,0.8989078801537096
5,0.7884057971014493,0.7769441981463512
6,0.7971014492753623,0.8011772357388741
7,0.8724637681159421,0.883358497870693
8,0.27246376811594203,0.23043900543900547
9,0.6840579710144927,0.7092155643351868
10,0.7623188405797101,0.7647410489161927
11,0.8521739130434782,0.8524724994164332
12,0.7710144927536232,0.7818043516523699
13,0.8492753623188406,0.8634942510129133
14,0.8956521739130435,0.8997445350828809
15,0.8898550724637682,0.8995887276028567
16,0.8385093167701864,0.7901693965657416
17,0.8492753623188406,0.8512440662792349
18,0.9188405797101449,0.9191888436070328
19,0.8260869565217391,0.820640334094838
20,0.9043478260869565,0.9003572059741112
21,0.8434782608695652,0.8268431970934706
22,0.7884057971014493,0.7811729499721626
23,0.7942028985507247,0.7940135563791327
24,0.8521739130434782,0.8604400390043554
25,0.8144927536231884,0.7880252621523194
26,0.8322981366459627,0.8431285831612642
27,0.8757763975155279,0.8481309462776627
28,0.802675585284281,0.8291117570076392
29,0.8260869565217391,0.8345486896891969
30,0.7681159420289855,0.7381011759082641
31,0.8318840579710145,0.8263171209675446
32,0.9130434782608695,0.9103752165725546
33,0.7971014492753623,0.7800632806502212
34,0.6840579710144927,0.647991383767189
35,0.5855072463768116,0.5095197640679752
36,0.8136645962732919,0.8004565751538467
mean,0.801868662738228,0.7955601288405798
std,0.11516847178530008,0.12624373053033408
