loop,model_accuracy_test,model_f1_score_test
0,0.8078187796857874,0.8164369600092172
1,0.8257215929850201,0.8439509877142037
2,0.8043478260869565,0.8317881165045258
3,0.8271739130434783,0.8493703865370593
4,0.8271830471318963,0.8305823570310056
5,0.7837140751658069,0.7789069859985966
6,0.8405797101449275,0.8526906829127113
7,0.7782243332115455,0.7934768054095376
8,0.764554163596168,0.7867608861819319
9,0.777536231884058,0.7872086917375731
10,0.7647058823529411,0.788484444192234
11,0.842809364548495,0.862532795078163
12,0.8181159420289855,0.8311362876640263
13,0.8151260504201681,0.8182340571974871
14,0.8130434782608695,0.8282386266260173
15,0.7499070977331846,0.7575349409832777
16,0.8198231392778187,0.8272000258976895
17,0.8264492753623188,0.8384259364399492
18,0.808695652173913,0.8299249787490093
19,0.8195104128607965,0.8408945339723995
20,0.744927536231884,0.7503591255975524
21,0.8209285187914517,0.8321858263469115
22,0.7888198757763976,0.7988774705765501
23,0.8348556814029959,0.8424186369470771
24,0.8338246131171703,0.8474236635176636
25,0.7748049052396878,0.7805615263750953
26,0.8202898550724638,0.8300282682672424
27,0.761231884057971,0.7790488764750615
28,0.842391304347826,0.8545864607158273
29,0.8319327731092437,0.8490342263887947
mean,0.8056348971700742,0.8186101189348131
std,0.02912414021719983,0.030614280418146768
