loop,classifier_model_accuracy_PI,classifier_model_f1_score_PI,classifier_model_accuracy_M,classifier_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
0,0.7659420289855072,0.7163076552129761,0.7282608695652174,0.658671590207948,0.8507246376811595,0.8181268167609742
1,0.7565217391304347,0.6898048593853414,0.6764492753623188,0.5826300860595359,0.8192028985507246,0.7751286873476042
2,0.7022844509948416,0.6085520494083363,0.6359616801768607,0.549522074075586,0.7638172439204127,0.720128053859655
3,0.6408476434051882,0.5263630911658079,0.7179393496529046,0.6628726472872332,0.8132992327365729,0.7792007149733349
4,0.7687406296851574,0.6913860374286933,0.704647676161919,0.6448284626662542,0.8478260869565217,0.807290372612492
5,0.7038275733927908,0.603111435636024,0.6789297658862876,0.6211622814544251,0.824228911185433,0.7801303418476174
6,0.7966101694915254,0.751675541404888,0.7070744288872512,0.6300658075521071,0.8500368459837878,0.8133123569359484
7,0.7520265291083272,0.7224674389139134,0.6518054532056006,0.5493617369123676,0.8054532056005895,0.7814818177763176
8,0.627855563743552,0.45336488183241774,0.49410464259395726,0.36092316877642516,0.6702284450994842,0.5697939344104385
9,0.7310924369747899,0.6704777954992122,0.6850566313481915,0.624955305693294,0.8005115089514067,0.7666342148772147
10,0.45012787723785164,0.3509324106606918,0.5557179393496529,0.43435924549518,0.6415783704786262,0.5788239623742628
11,0.7204968944099379,0.6551644400292264,0.6941907197661673,0.6439041571899724,0.8063573255389113,0.7718972524341777
12,0.7350427350427351,0.6757676393609662,0.6744704570791528,0.5964780510096368,0.808992939427722,0.7681622995580777
13,0.7260869565217392,0.661084309145661,0.613768115942029,0.542072230072726,0.7760869565217391,0.7275967546041129
14,0.7482645232005846,0.6638697847631684,0.6744610887833394,0.6007328922305954,0.8209718670076727,0.7762678531690285
15,0.7266028002947679,0.6805677677810122,0.7571849668386146,0.6739741035455552,0.8268238761974944,0.7968342520501045
16,0.5670754366406541,0.44171974163883254,0.7168338907469343,0.6419845758080582,0.7792642140468228,0.7332013370103576
17,0.7336499817318232,0.6678546470002533,0.6452320058458166,0.5972663358765798,0.7913774205334307,0.766342517352812
18,0.7796857873584216,0.7140375877101699,0.7164778955060285,0.6593010380545888,0.8421629521373767,0.8122838956522378
19,0.6938253562294483,0.548235958629109,0.7497259773474607,0.6822460579868942,0.8461819510412861,0.8024529856290361
20,0.7880891487029594,0.7430179549528807,0.7018633540372671,0.630150187244729,0.8428936792108147,0.8142123896111149
21,0.8177536231884058,0.7753067789470494,0.7565217391304347,0.7005413509806304,0.8840579710144928,0.8609217980676465
22,0.7760869565217391,0.7311961474419886,0.7050724637681159,0.6647013799040415,0.8326086956521739,0.8168257454659672
23,0.6365942028985507,0.5892333252685342,0.683695652173913,0.6194569980408811,0.7525362318840579,0.7307456037335909
24,0.7045707915273133,0.6410325777381478,0.6339650687476774,0.5464295676934552,0.7606837606837606,0.7237597590054592
25,0.5753623188405798,0.4401423971309101,0.6405797101449275,0.6000253384263887,0.7231884057971014,0.6784455671278029
26,0.6576543660942638,0.5738151867690575,0.721592985020095,0.630598296250905,0.7997807818779685,0.7479743437409125
27,0.7575534266764923,0.7056182642292064,0.6676492262343404,0.5864162260897097,0.8058216654384672,0.7744304251274998
28,0.7895506028498356,0.7381786325863138,0.659846547314578,0.5662301280809192,0.835221044939715,0.7963451461729425
29,0.8124539425202653,0.7496631758681043,0.5445836403831983,0.43620247905728693,0.819454679439941,0.7658908506094129
mean,0.7147425497800161,0.6393316504512965,0.6731221072333416,0.5979354599907969,0.8013791268511888,0.7618214016632717
std,0.08162808809687297,0.10716728902554186,0.060772794462708044,0.07692870023628502,0.0522938059218889,0.06311317296956162
