loop,model_accuracy_test,model_f1_score_test
1,0.936231884057971,0.9327772774421201
2,0.8057971014492754,0.796752891478377
3,0.9797101449275363,0.9800362528303705
4,0.9449275362318841,0.9237966776076304
5,0.7768115942028986,0.7769580349161751
6,1.0,1.0
7,0.9449275362318841,0.9048271849281537
8,0.26666666666666666,0.1825
9,0.9043478260869565,0.8958559903688683
10,0.9304347826086956,0.9537037037037037
11,0.927536231884058,0.9231372163190346
12,0.9594202898550724,0.9551477620888015
13,0.9014492753623189,0.8698461639165134
14,0.9681159420289855,0.9575570620663165
15,0.9101449275362319,0.906765415710828
16,0.8416149068322981,0.7125283253332033
17,0.9739130434782609,0.9619415333701048
18,0.9449275362318841,0.9055469280441473
19,0.5565217391304348,0.5802192876251095
20,0.9826086956521739,0.9777721609007799
21,0.9884057971014493,0.9780952380952381
22,0.9797101449275363,0.9715296198054819
23,0.7942028985507247,0.8306146572104018
24,0.927536231884058,0.9251256491515466
25,0.9246376811594202,0.8845912273488978
26,0.9658385093167702,0.8364187157405243
27,0.9906832298136646,0.987645523377249
28,0.919732441471572,0.9115381338853141
29,0.782608695652174,0.586160203570997
30,0.9971014492753624,0.9963229416466827
31,0.927536231884058,0.9285406444026723
32,0.9391304347826087,0.9204031851780672
33,0.9826086956521739,0.9760416666666667
34,0.6927536231884058,0.7471871229965796
35,0.8492753623188406,0.8030277642912074
36,0.9751552795031055,0.9653592550976857
mean,0.8914728990815948,0.8707297615865403
std,0.14273731645782042,0.15734123566290253
