loop,model_accuracy_test,model_f1_score_test
1,0.9652173913043478,0.9542727709151357
2,0.9720496894409938,0.961070150976218
3,0.9043478260869565,0.8658418903331899
4,0.9159420289855073,0.8686702364394304
5,0.8944099378881988,0.8289543723805749
6,0.9304347826086956,0.9161914819919128
7,0.9478260869565217,0.9257338173873162
8,0.8753623188405797,0.8014046367813027
9,0.9130434782608695,0.8689130334784749
10,0.9188405797101449,0.8634237653520775
11,0.9043478260869565,0.8622717464307326
12,0.863768115942029,0.8205132331885461
13,0.8782608695652174,0.8166059013639659
14,0.9333333333333333,0.8973697872003177
15,0.9623188405797102,0.9529909128731269
16,0.8057971014492754,0.800031824888873
17,0.744927536231884,0.6260305572497581
18,0.9188405797101449,0.8620365314249692
19,0.8521739130434782,0.8107325736685507
20,0.8608695652173913,0.8069148313633281
21,0.8724637681159421,0.769790873318101
22,0.9739130434782609,0.9663161862654535
23,0.8478260869565217,0.7892944314679556
24,0.936231884057971,0.9023350301802309
25,0.4463768115942029,0.3246841077044467
26,0.863768115942029,0.8482566993840118
27,0.8463768115942029,0.8569969263327393
28,0.8115942028985508,0.798124490868227
29,0.8985507246376812,0.8672818021427766
30,0.8434782608695652,0.6969959513744644
31,0.8782608695652174,0.7798844763130477
32,0.855072463768116,0.8188759918916928
33,0.8136645962732919,0.6730127896941466
34,0.9507246376811594,0.9339835721281786
35,0.9478260869565217,0.923955159312495
36,0.8898550724637682,0.8015096768045622
37,0.9594202898550724,0.9448917759461312
38,0.9014492753623189,0.8702236338294592
39,0.9304347826086956,0.9018494724344364
40,0.7971014492753623,0.7153329730136513
41,0.9072463768115943,0.821052083618573
42,0.7913043478260869,0.8069198714301968
43,0.8881987577639752,0.6760988210730479
44,0.8,0.671446262071262
45,0.8354037267080745,0.778510873652355
46,0.9161490683229814,0.8657914380054098
47,0.8963210702341137,0.8485485034400383
48,0.8695652173913043,0.7702852787816462
49,0.9594202898550724,0.9463935152690856
50,0.9130434782608695,0.9039634637763205
51,0.8869565217391304,0.791679806995891
52,0.8840579710144928,0.8302427438635442
53,0.9449275362318841,0.9234597535519478
54,0.8231884057971014,0.7131260114567255
55,0.8202898550724638,0.7363282109091394
56,0.8850931677018633,0.8092408333645683
mean,0.879422621891566,0.8247617419170314
std,0.07879343102396202,0.10575656908877798
