loop,classifier_model_accuracy_PI,classifier_model_f1_score_PI,classifier_model_accuracy_M,classifier_model_f1_score_M,meta_model_accuracy,meta_model_f1_score
1,0.8318840579710145,0.8374359412003719,0.6695652173913044,0.6600905192565009,0.8463768115942029,0.8607093254152789
2,0.7298136645962733,0.6934829663090532,0.546583850931677,0.5986636528153362,0.7515527950310559,0.7199845385296177
3,0.6057971014492753,0.4978420463271381,0.5072463768115942,0.46631976796714913,0.5942028985507246,0.5642844583795849
4,0.7507246376811594,0.7598166167881311,0.7188405797101449,0.6649007917773851,0.7971014492753623,0.806816179648283
5,0.515527950310559,0.5312092890227607,0.5869565217391305,0.4359633003089379,0.6335403726708074,0.6675670336554013
6,0.7478260869565218,0.757207804613161,0.5333333333333333,0.44721233572806196,0.7565217391304347,0.7635457638386112
7,0.7536231884057971,0.7662390024785133,0.7681159420289855,0.7540404522322461,0.8,0.813896723926664
8,0.7971014492753623,0.8049242424242424,0.5594202898550724,0.5010002691069034,0.8028985507246377,0.8118096984032792
9,0.6811594202898551,0.6836235581188997,0.5449275362318841,0.4894724766594306,0.7043478260869566,0.6972834221225693
10,0.5797101449275363,0.585323184411388,0.5739130434782609,0.5942892020612227,0.6260869565217392,0.6536420106375274
11,0.527536231884058,0.5467265922892246,0.5043478260869565,0.33319520276729936,0.5855072463768116,0.6158015356515474
12,0.6260869565217392,0.627244121209086,0.6,0.6325932296076928,0.6666666666666666,0.6687329006997907
13,0.7072463768115942,0.7001442199551257,0.5623188405797102,0.5407329598506069,0.7217391304347827,0.7377064538696941
14,0.7797101449275362,0.7749358652220226,0.6086956521739131,0.6153111594288064,0.8115942028985508,0.815773366210367
15,0.7768115942028986,0.7842848264349254,0.6318840579710145,0.6282723117953758,0.7739130434782608,0.7818693363037079
16,0.6260869565217392,0.6240350228725183,0.7536231884057971,0.7752082180834716,0.663768115942029,0.6623028617686048
17,0.4492753623188406,0.3817171122588486,0.5507246376811594,0.5112577280734705,0.5768115942028985,0.5706967607286437
18,0.6115942028985507,0.6274084611506183,0.6376811594202898,0.5848385482356775,0.6695652173913044,0.6508558073430958
19,0.5681159420289855,0.5275237777681571,0.6086956521739131,0.5788312844771499,0.6840579710144927,0.6458404229396884
20,0.8405797101449275,0.8429245221645393,0.7652173913043478,0.7530153886875333,0.9014492753623189,0.9092067229375602
21,0.6115942028985507,0.5953008004046633,0.6260869565217392,0.6083474113001466,0.6695652173913044,0.6565884676211036
22,0.7333333333333333,0.7300812718939723,0.7217391304347827,0.7072520825802675,0.7478260869565218,0.7491430456218894
23,0.6583850931677019,0.67046930602687,0.6521739130434783,0.6388710694182334,0.7049689440993789,0.7134072973677238
24,0.736231884057971,0.7625367514590456,0.5507246376811594,0.5110196689977361,0.7681159420289855,0.7925785097827698
25,0.4579710144927536,0.372320569285987,0.4753623188405797,0.4343824631896676,0.4289855072463768,0.42153644004226204
26,0.6289855072463768,0.6536177083717292,0.5478260869565217,0.48128394642899763,0.6521739130434783,0.6515883426750658
27,0.6260869565217392,0.6447782977974369,0.6492753623188405,0.6650620504327136,0.6695652173913044,0.6662058866531426
28,0.6318840579710145,0.6682232392508372,0.33043478260869563,0.2401595413937106,0.6144927536231884,0.6488479571762753
29,0.6318840579710145,0.5850157422755888,0.7333333333333333,0.7376966484268126,0.7507246376811594,0.7564216960296299
30,0.7159420289855073,0.7177016834942727,0.6492753623188405,0.5808431320354852,0.7652173913043478,0.7679852797070619
31,0.7014492753623188,0.7093951985998426,0.6260869565217392,0.5448411927250307,0.7275362318840579,0.7508696658558507
32,0.5971014492753624,0.602755761493692,0.5797101449275363,0.5978734021765468,0.5652173913043478,0.5924545933937172
33,0.6645962732919255,0.5961654145153541,0.5124223602484472,0.4148275858056739,0.639751552795031,0.5896329889817666
34,0.744927536231884,0.7446316088716183,0.7739130434782608,0.7879425685484844,0.8144927536231884,0.8312282153559339
35,0.7391304347826086,0.7285212918356626,0.672463768115942,0.6488675464796253,0.7797101449275362,0.7796109612961218
36,0.591304347826087,0.5971591188232636,0.6579710144927536,0.5820219065364696,0.6231884057971014,0.6407150820194298
37,0.4811594202898551,0.4146324458182894,0.5681159420289855,0.5548934812956876,0.6202898550724638,0.6268998410174881
38,0.6811594202898551,0.6901223587674999,0.6173913043478261,0.4944514492511056,0.7478260869565218,0.7306790335446797
39,0.7507246376811594,0.7703924493365345,0.6260869565217392,0.5503140536212053,0.7710144927536232,0.7817045817032405
40,0.6753623188405797,0.6865585176585383,0.6492753623188405,0.6195371342446353,0.7420289855072464,0.7552315095441803
41,0.6985507246376812,0.7212060440838681,0.6898550724637681,0.6173107513292078,0.7855072463768116,0.7887472149568924
42,0.7101449275362319,0.7299206170173912,0.6869565217391305,0.6849968832787907,0.7072463768115942,0.7413319675630548
43,0.6677018633540373,0.5500989852077849,0.7453416149068323,0.7614521834002794,0.7763975155279503,0.7948112425341876
44,0.7217391304347827,0.7383533991055758,0.6289855072463768,0.6239166413929327,0.736231884057971,0.755594262295082
45,0.6677018633540373,0.5977141295532282,0.6428571428571429,0.6417535830525547,0.7049689440993789,0.7229716085785997
46,0.8291925465838509,0.8158945420235644,0.7080745341614907,0.6984455068330877,0.8695652173913043,0.8751201372026285
47,0.6287625418060201,0.6007292340012929,0.7090301003344481,0.6612929811445155,0.782608695652174,0.7797473459238164
48,0.6579710144927536,0.6524712082304324,0.6579710144927536,0.6478477379747497,0.7797101449275362,0.7856243400609406
49,0.6927536231884058,0.6889497978638576,0.6028985507246377,0.47758804474444283,0.7043478260869566,0.6968589280578907
50,0.7101449275362319,0.7424304327032869,0.5768115942028985,0.5617755575146113,0.7275362318840579,0.7547218016835617
51,0.6753623188405797,0.6682468879458575,0.6695652173913044,0.6520253493673955,0.7681159420289855,0.7739626101301318
52,0.7855072463768116,0.8117066583356325,0.6753623188405797,0.6931254012578459,0.808695652173913,0.8341203313712215
53,0.7739130434782608,0.7978698432297395,0.6869565217391305,0.6479933536065612,0.7971014492753623,0.823806797491008
54,0.6144927536231884,0.5902261268906304,0.5681159420289855,0.5109325714370886,0.6434782608695652,0.6373871898893904
55,0.6521739130434783,0.6045251834832751,0.463768115942029,0.34437102047840307,0.663768115942029,0.6084009267464032
56,0.43167701863354035,0.3699312741979591,0.6645962732919255,0.5322956962559766,0.6459627329192547,0.5625854188359357
mean,0.6693431051350307,0.6602625548727286,0.6219447477987851,0.5843360785156595,0.7155649216208223,0.7188829793164213
